Col.Number,Reference.Number,Easting,Northing,Number.of.Vehicles,Number.of.Casualties,Accident.Date,Time..24hr.,X1st.Road.Class,Road.Surface,Lighting.Conditions,Weather.Conditions,Casualty.Class,Casualty.Severity,Sex.of.Casualty,Age.of.Casualty,Type.of.Vehicle
3152,10AA0000677,427712,433705,2,1,18/01/2010,1100,3,2,1,1,1,3,2,48,9
3153,10BA0000494,431782,437636,2,1,18/01/2010,1250,6,2,1,1,1,3,2,67,9
3154,10CA0000435,429972,433280,2,1,18/01/2010,745,6,1,4,1,1,3,1,31,1
3155,10MU0000428,432336,426036,2,1,18/01/2010,741,1,1,1,1,1,3,1,39,9
3156,10AA0000450,420069,440803,2,1,19/01/2010,717,3,2,4,1,1,3,1,36,1
3157,10MU0000429,430186,432023,2,1,19/01/2010,1702,1,1,4,1,1,3,2,58,9
3158,10AA0000480,429067,435488,3,1,20/01/2010,2000,6,1,4,1,1,3,1,46,8
3159,10AA0000567,428966,435475,2,1,20/01/2010,1945,6,2,4,1,2,3,2,20,8
3160,10BA0000493,432515,435811,1,1,20/01/2010,1500,3,2,1,1,1,2,1,30,9
3161,10CA0000451,430636,433680,2,1,20/01/2010,2013,6,1,4,1,1,3,1,37,1
3162,10AA0000457,426026,432976,1,1,21/01/2010,815,6,1,1,1,3,3,2,13,8
3163,10AA0000474,426982,439914,2,1,21/01/2010,1045,3,1,1,1,1,3,2,38,9
3164,10AA0000486,427480,433696,2,1,21/01/2010,835,3,1,1,1,1,3,1,32,2
3165,10CA0000481,431038,430851,1,1,21/01/2010,1710,6,1,4,1,3,2,2,13,9
3166,10CA0000522,428584,427728,1,1,21/01/2010,1220,3,1,1,1,1,2,1,55,21
3167,10CA0000541,433672,429612,2,1,21/01/2010,730,3,1,7,1,1,3,1,57,9
3168,10AA0000488,424614,435108,2,1,22/01/2010,1300,3,2,1,2,1,3,2,49,9
3169,10AA0000602,428649,433174,2,1,22/01/2010,1500,3,1,1,1,2,3,2,32,9
3170,10BA0005204,445690,431405,2,2,22/01/2010,715,3,2,6,1,1,3,2,22,9
3171,10BA0005204,445690,431405,2,2,22/01/2010,715,3,2,6,1,1,3,1,47,9
3172,10CA0000500,431964,430482,2,1,22/01/2010,1549,3,2,1,2,2,3,2,22,9
3173,10CA0000520,425794,429763,1,2,22/01/2010,2035,3,2,4,1,1,3,1,25,9
3174,10CA0000520,425794,429763,1,2,22/01/2010,2035,3,2,4,1,2,2,1,29,9
3175,10CA0000536,430560,434089,2,1,22/01/2010,1250,6,2,1,2,1,3,1,31,19
3176,10CA0000538,430070,433366,1,1,22/01/2010,528,6,2,4,2,3,3,1,30,8
3177,10CA0000542,429739,432940,5,1,22/01/2010,1340,6,2,1,2,2,3,2,52,9
3178,10MU0000551,426342,426035,2,2,22/01/2010,808,1,2,1,2,1,3,1,43,9
3179,10MU0000551,426342,426035,2,2,22/01/2010,808,1,2,1,2,2,3,2,38,9
3180,10MU0000661,423935,428097,1,1,22/01/2010,2049,1,2,4,1,1,3,1,21,9
3181,10MU0000698,426709,429863,1,1,22/01/2010,1439,1,2,1,2,1,3,1,28,9
3182,10AA0000533,427980,435129,4,1,23/01/2010,120,6,1,4,1,1,3,1,21,9
3183,10AA0000556,426542,432008,2,1,23/01/2010,1215,6,1,1,1,1,3,1,49,19
3184,10BA0000543,432566,434372,2,1,23/01/2010,1135,6,2,1,1,1,3,1,27,9
3185,10CA0000504,429795,433788,1,1,23/01/2010,1020,6,1,1,1,3,2,1,19,9
3186,10CA0000531,435796,428227,1,1,23/01/2010,1239,3,2,1,1,1,3,2,24,9
3187,10AA0000491,421055,439380,2,2,24/01/2010,1140,3,1,1,1,1,3,1,86,9
3188,10AA0000491,421055,439380,2,2,24/01/2010,1140,3,1,1,1,2,3,2,86,9
3189,10BA0000517,440139,426162,2,1,24/01/2010,920,3,2,1,1,1,3,1,42,1
3190,10CA0000558,428741,432716,2,2,24/01/2010,1310,3,2,1,1,1,3,2,24,9
3191,10CA0000558,428741,432716,2,2,24/01/2010,1310,3,2,1,1,2,3,2,23,9
3192,10AA0000637,429309,435027,2,1,25/01/2010,1735,3,1,4,1,1,3,2,37,9
3193,10BA0000789,434563,433642,2,1,25/01/2010,814,6,2,1,8,1,3,2,52,9
3194,10MU0000645,432052,425612,2,1,25/01/2010,1848,1,2,4,1,1,3,2,18,9
3195,10AA0000604,427997,436012,2,1,26/01/2010,1830,3,1,4,1,1,3,1,23,1
3196,10AA0000614,427325,437192,2,1,26/01/2010,1655,3,1,4,1,1,3,2,47,4
3197,10BA0000606,429175,438565,2,2,26/01/2010,825,3,1,1,1,1,3,2,43,9
3198,10BA0000606,429175,438565,2,2,26/01/2010,825,3,1,1,1,2,3,2,10,9
3199,10CA0000640,430344,428101,2,1,26/01/2010,1900,6,1,4,1,1,2,1,45,4
3200,10CA0000618,430028,434105,2,1,27/01/2010,1230,3,1,1,1,3,3,1,40,20
3201,10CA0000646,433562,429749,2,3,27/01/2010,2242,3,1,4,1,1,3,2,29,9
3202,10CA0000646,433562,429749,2,3,27/01/2010,2242,3,1,4,1,1,3,1,56,21
3203,10CA0000646,433562,429749,2,3,27/01/2010,2242,3,1,4,1,2,3,1,22,9
3204,10CA0000739,429279,430095,2,2,27/01/2010,2100,3,1,4,1,1,3,1,21,9
3205,10CA0000739,429279,430095,2,2,27/01/2010,2100,3,1,4,1,1,3,1,51,9
3206,10MU0000616,432356,426127,1,1,27/01/2010,608,1,1,4,1,1,3,1,18,9
3207,10BA0000619,430850,435443,3,1,28/01/2010,853,6,1,1,1,1,3,2,31,9
3208,10BA0000676,432788,434405,2,2,28/01/2010,1115,4,1,1,1,2,3,2,23,9
3209,10BA0000676,432788,434405,2,2,28/01/2010,1115,4,1,1,1,2,3,2,28,9
3210,10BA0000708,432951,435584,2,5,28/01/2010,2110,6,1,4,1,1,3,1,26,9
3211,10BA0000708,432951,435584,2,5,28/01/2010,2110,6,1,4,1,1,3,1,37,9
3212,10BA0000708,432951,435584,2,5,28/01/2010,2110,6,1,4,1,2,3,2,20,9
3213,10BA0000708,432951,435584,2,5,28/01/2010,2110,6,1,4,1,2,3,1,22,9
3214,10BA0000708,432951,435584,2,5,28/01/2010,2110,6,1,4,1,2,3,1,28,9
3215,10BA0000710,433044,435014,2,1,28/01/2010,1635,6,1,1,1,1,3,2,50,9
3216,10AA0000631,420187,445471,1,2,29/01/2010,1055,6,1,1,1,3,3,1,72,9
3217,10AA0000631,420187,445471,1,2,29/01/2010,1055,6,1,1,1,3,3,2,77,9
3218,10AA0000644,424923,434470,2,1,29/01/2010,1530,3,1,1,1,1,3,2,39,9
3219,10AA0000668,426073,433116,1,2,29/01/2010,1920,6,1,4,1,2,3,1,29,11
3220,10AA0000668,426073,433116,1,2,29/01/2010,1920,6,1,4,1,2,3,2,49,11
3221,10CA0000656,434806,429071,2,1,29/01/2010,840,3,1,1,1,1,3,2,68,9
3222,10CA0000674,428325,429612,2,1,29/01/2010,1545,3,1,1,1,2,3,2,30,9
3223,10CA0000689,430373,433482,1,1,29/01/2010,1140,6,1,1,1,3,2,2,79,9
3224,10CA0000791,428854,432537,2,1,29/01/2010,1520,3,1,1,1,1,3,1,21,9
3225,10MU0000709,425588,428817,2,1,29/01/2010,1535,1,1,1,1,1,3,2,20,9
3226,10AA0000733,427123,435700,2,1,30/01/2010,15,6,1,4,1,1,3,1,38,8
3227,10AA0000847,427374,434788,1,1,30/01/2010,2254,6,1,4,1,1,2,1,20,9
3228,10BA0000666,439583,439392,1,1,30/01/2010,1710,3,1,7,1,1,3,2,49,9
3229,10BA0000693,432405,433265,1,1,30/01/2010,1745,6,1,7,1,3,3,1,47,8
3230,10MU0000841,424352,427870,3,1,30/01/2010,1234,1,1,1,1,1,3,1,36,9
3231,10BA0000694,430785,438590,2,1,31/01/2010,45,6,1,4,1,1,3,2,50,9
3232,10BA0000703,427980,441453,2,1,31/01/2010,1140,6,1,1,1,1,3,1,15,1
3233,10BA0000760,436124,435556,2,2,31/01/2010,1245,3,1,1,1,1,3,2,25,9
3234,10BA0000760,436124,435556,2,2,31/01/2010,1245,3,1,1,1,2,3,1,23,9
3235,10CA0000678,427617,426255,1,1,31/01/2010,745,3,4,1,1,1,2,1,40,9
3236,10MU0000855,424124,428071,1,1,31/01/2010,533,1,4,4,8,1,3,2,23,9
3237,10AA0000714,427710,434724,2,1,01/02/2010,1200,6,1,1,1,1,3,2,53,9
3238,10AA0001017,419226,441788,1,1,01/02/2010,1525,3,1,1,1,3,3,2,13,9
3239,10AA0001543,418437,445786,2,2,01/02/2010,1745,3,1,4,1,1,3,1,53,9
3240,10AA0001543,418437,445786,2,2,01/02/2010,1745,3,1,4,1,1,2,2,32,9
3241,10BA0000662,435210,433637,2,2,01/02/2010,1110,6,1,1,1,1,3,1,49,9
3242,10BA0000662,435210,433637,2,2,01/02/2010,1110,6,1,1,1,2,3,2,39,9
3243,10BA0000748,435911,434894,1,1,01/02/2010,715,6,1,4,1,3,3,2,52,9
3244,10CA0000731,430414,433703,1,1,01/02/2010,1709,6,1,4,1,3,3,1,62,9
3245,10CA0000740,429695,427845,2,2,01/02/2010,1617,6,1,1,1,2,3,2,19,9
3246,10CA0000740,429695,427845,2,2,01/02/2010,1617,6,1,1,1,2,3,2,23,9
3247,10AA0000794,427242,437281,1,1,02/02/2010,845,3,1,1,1,3,2,2,26,9
3248,10AA0000811,427873,436580,1,1,02/02/2010,1725,6,2,4,1,3,3,1,49,9
3249,10AA0000825,421585,433555,2,1,02/02/2010,1400,6,2,1,2,1,3,2,48,9
3250,10AA0000891,427322,435941,3,2,02/02/2010,2105,6,4,4,1,1,2,2,22,9
3251,10AA0000891,427322,435941,3,2,02/02/2010,2105,6,4,4,1,1,3,1,39,8
3252,10BA0000759,429705,439011,2,2,02/02/2010,1555,6,2,1,1,1,3,1,42,11
3253,10BA0000759,429705,439011,2,2,02/02/2010,1555,6,2,1,1,2,3,2,50,11
3254,10BA0000761,432573,433795,1,1,02/02/2010,2335,3,4,4,1,1,3,1,18,1
3255,10CA0000826,428322,434094,2,1,02/02/2010,1930,3,2,4,1,1,3,1,31,1
3256,10MU0000956,430636,430568,1,1,02/02/2010,1400,1,1,1,1,1,3,1,43,9
3257,10AA0000838,424965,434812,2,1,03/02/2010,1730,6,3,4,3,1,3,1,45,9
3258,10AA0000854,425141,433911,1,1,03/02/2010,1747,6,3,4,3,1,3,2,51,9
3259,10AA0001076,428004,435412,2,1,03/02/2010,900,6,1,1,1,1,3,1,21,1
3260,10AA0001207,427011,437438,2,3,03/02/2010,1325,3,1,1,1,1,3,1,35,90
3261,10AA0001207,427011,437438,2,3,03/02/2010,1325,3,1,1,1,1,3,1,24,9
3262,10AA0001207,427011,437438,2,3,03/02/2010,1325,3,1,1,1,2,3,2,36,90
3263,10AA0001224,422434,435474,2,2,03/02/2010,1520,6,2,1,1,1,3,1,27,9
3264,10AA0001224,422434,435474,2,2,03/02/2010,1520,6,2,1,1,1,3,2,26,9
3265,10BA0000807,434786,438014,2,1,03/02/2010,1445,3,1,1,9,1,3,2,27,9
3266,10BA0005199,446723,430334,1,1,03/02/2010,710,3,2,6,1,1,3,1,48,9
3267,10CA0000810,425955,427330,1,1,03/02/2010,1530,4,2,1,1,3,3,1,14,9
3268,10MU0000948,432324,426032,2,1,03/02/2010,1020,1,1,1,1,1,3,2,25,9
3269,10BA0000951,437069,437608,2,2,04/02/2010,1520,3,2,1,1,1,3,1,48,9
3270,10BA0000951,437069,437608,2,2,04/02/2010,1520,3,2,1,1,1,3,2,34,9
3271,10CA0000783,427284,431051,2,1,04/02/2010,11,3,2,4,1,1,3,1,25,19
3272,10CA0000845,429721,431857,2,4,04/02/2010,1825,6,2,4,7,1,3,1,25,9
3273,10CA0000845,429721,431857,2,4,04/02/2010,1825,6,2,4,7,2,3,2,22,9
3274,10CA0000845,429721,431857,2,4,04/02/2010,1825,6,2,4,7,2,3,1,23,9
3275,10CA0000845,429721,431857,2,4,04/02/2010,1825,6,2,4,7,2,3,1,21,9
3276,10MU0001027,431512,426441,5,4,04/02/2010,1842,1,2,7,1,1,3,1,36,9
3277,10MU0001027,431512,426441,5,4,04/02/2010,1842,1,2,7,1,1,3,1,52,9
3278,10MU0001027,431512,426441,5,4,04/02/2010,1842,1,2,7,1,1,3,1,39,9
3279,10MU0001027,431512,426441,5,4,04/02/2010,1842,1,2,7,1,2,3,1,63,9
3280,10AA0001013,428372,434402,1,1,05/02/2010,1724,6,1,4,1,3,2,2,12,9
3281,10AA0001071,421012,433629,1,1,05/02/2010,2045,6,1,4,7,3,2,1,19,9
3282,10AA0001102,419983,446454,1,1,05/02/2010,1610,6,1,1,1,3,3,1,12,9
3283,10AA0001603,419974,446602,2,2,05/02/2010,1424,6,1,1,1,1,3,1,30,19
3284,10AA0001603,419974,446602,2,2,05/02/2010,1424,6,1,1,1,2,3,1,29,19
3285,10BA0000832,433122,436115,3,1,05/02/2010,610,3,2,4,2,1,2,1,37,3
3286,10BA0001192,432707,435236,3,1,06/02/2010,2041,6,2,4,1,1,3,1,61,9
3287,10CA0000886,429133,430518,2,1,06/02/2010,1727,6,2,1,1,1,2,1,30,1
3288,10CA0000990,431538,432539,2,1,06/02/2010,1435,6,1,1,1,1,2,1,42,5
3289,10AA0001604,426093,436989,1,1,07/02/2010,1,6,1,7,9,3,2,2,34,8
3290,10AA0002538,427507,435081,1,2,07/02/2010,150,6,1,4,1,1,2,1,57,9
3291,10AA0002538,427507,435081,1,2,07/02/2010,150,6,1,4,1,2,2,1,26,9
3292,10BA0000927,438463,432688,2,1,07/02/2010,1250,3,2,1,1,1,3,1,63,1
3293,10AA0000996,421291,439740,2,1,08/02/2010,1030,6,1,1,1,1,3,2,57,9
3294,10AA0001133,427584,435349,3,1,08/02/2010,2309,6,2,4,1,1,3,1,24,9
3295,10BA0000920,431246,441100,2,1,08/02/2010,1521,3,1,1,1,1,3,1,59,9
3296,10CA0000932,430076,433868,1,1,08/02/2010,1621,6,2,1,1,2,3,1,45,11
3297,10CA0000971,426882,427582,1,1,08/02/2010,1243,4,1,1,1,2,3,1,39,11
3298,10CA0000997,427581,431060,2,1,08/02/2010,1800,3,2,4,1,1,3,1,47,3
3299,10MU0000926,432144,429709,2,3,08/02/2010,1858,1,1,4,1,1,3,1,19,9
3300,10MU0000926,432144,429709,2,3,08/02/2010,1858,1,1,4,1,2,3,1,20,9
3301,10MU0000926,432144,429709,2,3,08/02/2010,1858,1,1,4,1,2,3,1,21,9
3302,10AA0000944,428091,434520,1,1,09/02/2010,710,6,1,1,1,3,3,1,24,9
3303,10AA0001146,423100,437693,2,1,09/02/2010,1525,3,1,1,1,1,3,2,22,9
3304,10BA0000945,431289,437145,2,1,09/02/2010,830,6,2,1,1,1,3,1,62,9
3305,10BA0001021,431324,440683,1,4,09/02/2010,2159,6,2,4,1,1,3,1,17,9
3306,10BA0001021,431324,440683,1,4,09/02/2010,2159,6,2,4,1,2,3,1,19,9
3307,10BA0001021,431324,440683,1,4,09/02/2010,2159,6,2,4,1,2,3,2,14,9
3308,10BA0001021,431324,440683,1,4,09/02/2010,2159,6,2,4,1,2,3,2,15,9
3309,10BA0001026,434540,434430,1,1,09/02/2010,2015,3,2,4,1,3,3,1,16,9
3310,10CA0001150,430368,432785,2,1,09/02/2010,930,3,1,1,1,1,3,2,40,9
3311,10CA0001494,427295,434691,2,2,09/02/2010,820,3,1,1,1,1,3,2,23,9
3312,10CA0001494,427295,434691,2,2,09/02/2010,820,3,1,1,1,2,3,1,33,9
3313,10AA0001063,430303,434774,1,1,10/02/2010,1755,6,2,4,1,3,3,1,13,9
3314,10AA0001103,422350,435550,1,1,10/02/2010,130,6,1,4,1,2,3,2,23,9
3315,10AA0001160,427739,436459,2,2,10/02/2010,1310,3,2,1,1,2,3,2,76,11
3316,10AA0001160,427739,436459,2,2,10/02/2010,1310,3,2,1,1,2,3,2,45,11
3317,10BA0001007,430799,435339,1,1,10/02/2010,1845,6,2,4,1,3,3,1,10,9
3318,10BA0001085,429534,437115,2,3,10/02/2010,850,6,2,1,1,1,3,2,45,9
3319,10BA0001085,429534,437115,2,3,10/02/2010,850,6,2,1,1,1,3,2,28,9
3320,10BA0001085,429534,437115,2,3,10/02/2010,850,6,2,1,1,2,3,1,29,9
3321,10CA0000976,428741,433229,1,1,10/02/2010,1310,3,2,1,1,3,3,1,59,9
3322,10CA0000979,431155,431882,1,2,10/02/2010,1620,3,2,1,1,3,2,2,20,3
3323,10CA0000979,431155,431882,1,2,10/02/2010,1620,3,2,1,1,1,3,1,19,3
3324,10CA0001184,430333,433350,1,1,10/02/2010,42,6,2,4,1,3,2,1,20,9
3325,10AA0000977,420431,440367,2,1,11/02/2010,700,3,4,1,1,1,3,2,43,5
3326,10AA0001012,424029,434099,2,3,11/02/2010,1225,3,1,1,1,1,3,1,30,9
3327,10AA0001012,424029,434099,2,3,11/02/2010,1225,3,1,1,1,1,3,1,56,19
3328,10AA0001012,424029,434099,2,3,11/02/2010,1225,3,1,1,1,2,3,2,35,9
3329,10AA0001043,427146,432414,1,1,11/02/2010,735,6,4,1,1,1,3,1,49,3
3330,10AA0001048,422256,433376,1,1,11/02/2010,935,4,1,1,1,2,3,2,65,11
3331,10AA0001233,428129,434490,1,1,11/02/2010,1643,6,1,1,1,3,2,2,26,11
3332,10BA0001467,438412,436425,2,1,11/02/2010,910,6,1,1,1,1,3,1,52,9
3333,10CA0001068,425687,426866,1,1,11/02/2010,2100,3,1,4,1,3,3,2,46,9
3334,10CA0001098,425907,427302,1,1,11/02/2010,1620,4,1,1,1,3,3,2,45,9
3335,10CA0001107,430989,434055,3,4,11/02/2010,1447,6,1,1,1,1,3,1,23,90
3336,10CA0001107,430989,434055,3,4,11/02/2010,1447,6,1,1,1,2,3,1,18,90
3337,10CA0001107,430989,434055,3,4,11/02/2010,1447,6,1,1,1,3,2,2,75,90
3338,10CA0001107,430989,434055,3,4,11/02/2010,1447,6,1,1,1,3,2,1,80,90
3339,10CA0001366,428004,434327,2,1,11/02/2010,1745,3,1,4,1,1,3,2,20,9
3340,10MU0001092,430525,433921,1,2,11/02/2010,1935,2,1,4,1,1,3,1,37,9
3341,10MU0001092,430525,433921,1,2,11/02/2010,1935,2,1,4,1,2,3,2,19,9
3342,10AA0001058,425962,434784,2,2,12/02/2010,1745,6,1,4,1,1,3,2,59,9
3343,10AA0001058,425962,434784,2,2,12/02/2010,1745,6,1,4,1,1,3,1,16,2
3344,10BA0001288,440897,433583,2,1,12/02/2010,645,6,1,7,1,1,3,1,58,9
3345,10CA0001004,429242,433859,3,1,12/02/2010,1030,6,2,1,1,1,3,2,25,9
3346,10CA0001066,430898,432311,2,2,12/02/2010,1601,3,1,1,1,1,3,2,22,9
3347,10CA0001066,430898,432311,2,2,12/02/2010,1601,3,1,1,1,2,3,2,35,11
3348,10CA0001112,431861,429415,2,1,12/02/2010,1431,6,1,1,1,3,3,1,40,9
3349,10MU0001093,428025,426411,2,1,12/02/2010,1107,1,1,1,1,2,3,2,55,9
3350,10AA0001212,419177,442201,1,1,13/02/2010,2145,6,2,4,1,3,3,1,18,9
3351,10BA0001089,431882,435381,1,1,13/02/2010,1740,6,1,4,1,3,3,2,33,9
3352,10BA0001113,438949,431555,1,1,13/02/2010,2050,3,1,7,1,1,3,1,22,9
3353,10CA0001050,424249,437208,1,1,13/02/2010,1202,3,1,1,1,2,3,2,50,11
3354,10BA0001078,432001,435766,2,2,14/02/2010,1805,4,1,4,1,1,2,1,41,5
3355,10BA0001078,432001,435766,2,2,14/02/2010,1805,4,1,4,1,1,3,1,27,9
3356,10BA0001297,435938,437824,1,1,14/02/2010,1345,6,2,1,1,1,2,1,56,5
3357,10CA0001056,429188,431914,2,4,14/02/2010,1953,6,1,4,1,1,3,2,34,9
3358,10CA0001056,429188,431914,2,4,14/02/2010,1953,6,1,4,1,2,3,2,17,9
3359,10CA0001056,429188,431914,2,4,14/02/2010,1953,6,1,4,1,2,3,2,11,9
3360,10CA0001056,429188,431914,2,4,14/02/2010,1953,6,1,4,1,2,3,1,43,9
3361,10CA0001060,430028,433364,1,3,14/02/2010,1741,6,1,1,1,3,3,2,18,8
3362,10CA0001060,430028,433364,1,3,14/02/2010,1741,6,1,1,1,3,3,2,19,8
3363,10CA0001060,430028,433364,1,3,14/02/2010,1741,6,1,1,1,3,3,2,19,8
3364,10CA0001595,427503,431349,2,1,14/02/2010,1220,3,1,1,1,1,3,1,38,3
3365,10AA0001155,426631,433493,1,2,15/02/2010,1815,6,2,4,2,3,3,1,12,9
3366,10AA0001155,426631,433493,1,2,15/02/2010,1815,6,2,4,2,1,3,1,42,9
3367,10BA0001172,435650,436498,2,1,15/02/2010,2205,6,2,4,1,2,3,2,24,9
3368,10CA0001181,428940,429846,3,1,15/02/2010,1542,3,2,1,2,1,3,1,61,9
3369,10CA0001476,429702,432144,2,3,15/02/2010,1725,1,2,4,1,1,3,1,42,9
3370,10CA0001476,429702,432144,2,3,15/02/2010,1725,1,2,4,1,2,3,2,35,9
3371,10CA0001476,429702,432144,2,3,15/02/2010,1725,1,2,4,1,2,3,2,57,9
3372,10CA0001752,429326,435000,2,2,15/02/2010,1500,3,1,1,1,1,3,2,46,9
3373,10CA0001752,429326,435000,2,2,15/02/2010,1500,3,1,1,1,2,3,1,7,9
3374,10AA0001149,425022,439308,1,1,16/02/2010,2110,6,2,4,1,3,3,1,18,9
3375,10BA0001190,432544,437159,1,3,16/02/2010,1329,6,1,1,1,1,3,2,19,9
3376,10BA0001190,432544,437159,1,3,16/02/2010,1329,6,1,1,1,2,2,1,15,9
3377,10BA0001190,432544,437159,1,3,16/02/2010,1329,6,1,1,1,2,3,2,16,9
3378,10BA0001335,431192,434733,3,2,16/02/2010,1040,6,2,1,1,1,3,1,46,9
3379,10BA0001335,431192,434733,3,2,16/02/2010,1040,6,2,1,1,1,3,1,35,8
3380,10CA0001175,427141,426211,2,1,16/02/2010,5,3,2,4,2,1,3,1,37,9
3381,10CA0001920,429690,425694,2,1,16/02/2010,850,3,1,1,1,1,3,1,67,9
3382,10AA0001209,415478,443054,1,1,17/02/2010,805,6,4,1,7,1,3,1,22,3
3383,10AA0001701,424855,434709,1,1,17/02/2010,2115,6,2,4,3,3,3,1,32,9
3384,10CA0001262,426306,428090,1,1,17/02/2010,1310,4,2,1,1,3,3,2,23,9
3385,10CA0001329,430660,433450,2,6,17/02/2010,1224,6,1,1,1,1,3,2,47,9
3386,10CA0001329,430660,433450,2,6,17/02/2010,1224,6,1,1,1,2,3,2,9,9
3387,10CA0001329,430660,433450,2,6,17/02/2010,1224,6,1,1,1,2,3,2,7,9
3388,10CA0001329,430660,433450,2,6,17/02/2010,1224,6,1,1,1,2,3,2,4,9
3389,10CA0001329,430660,433450,2,6,17/02/2010,1224,6,1,1,1,2,3,1,31,9
3390,10CA0001329,430660,433450,2,6,17/02/2010,1224,6,1,1,1,2,3,2,6,9
3391,10AA0001236,428397,434800,2,1,18/02/2010,1838,6,2,4,3,1,3,1,21,1
3392,10AA0001267,425137,433910,2,1,18/02/2010,1434,6,2,1,1,2,3,2,50,9
3393,10CA0001222,429777,433409,1,2,18/02/2010,1450,6,2,1,2,3,3,1,51,8
3394,10CA0001222,429777,433409,1,2,18/02/2010,1450,6,2,1,2,3,3,2,28,8
3395,10CA0001271,424123,428197,2,1,18/02/2010,1444,3,2,1,1,2,3,2,54,9
3396,10CA0001300,430390,427021,2,1,18/02/2010,1650,3,1,1,1,1,3,1,32,9
3397,10CA0001413,430973,433236,1,1,18/02/2010,2115,3,2,4,2,3,3,2,32,9
3398,10MU0001215,428345,431607,2,1,18/02/2010,1530,1,2,1,1,2,3,2,4,9
3399,10MU0001289,435930,425929,2,1,18/02/2010,1722,1,2,6,2,1,3,1,50,21
3400,10AA0001235,425766,434346,1,1,19/02/2010,1630,6,1,1,1,3,3,1,22,9
3401,10AA0001446,422276,436156,2,1,19/02/2010,1810,6,2,7,1,3,2,2,36,9
3402,10CA0001322,429917,427971,2,1,19/02/2010,1045,6,1,1,1,1,3,1,74,9
3403,10CA0001333,428176,431183,2,2,19/02/2010,1956,3,2,4,1,1,3,1,50,9
3404,10CA0001333,428176,431183,2,2,19/02/2010,1956,3,2,4,1,2,3,2,46,9
3405,10BA0001326,430459,437483,1,1,20/02/2010,2130,6,1,4,1,3,2,1,32,9
3406,10MU0001261,442786,442109,2,1,20/02/2010,1245,2,1,1,1,1,3,1,20,9
3407,10BA0001328,433619,436401,2,1,21/02/2010,515,3,1,4,1,2,3,2,41,8
3408,10MU0001281,431949,428140,2,1,21/02/2010,640,1,3,4,3,1,2,2,26,9
3409,10MU0001361,432094,430212,3,4,21/02/2010,650,1,3,4,3,1,3,1,19,9
3410,10MU0001361,432094,430212,3,4,21/02/2010,650,1,3,4,3,2,3,1,28,9
3411,10MU0001361,432094,430212,3,4,21/02/2010,650,1,3,4,3,2,2,1,20,9
3412,10MU0001361,432094,430212,3,4,21/02/2010,650,1,3,4,3,2,3,1,19,9
3413,10MU0001319,429833,434392,2,3,22/02/2010,1457,2,2,1,1,1,3,1,53,9
3414,10MU0001319,429833,434392,2,3,22/02/2010,1457,2,2,1,1,1,3,2,23,9
3415,10MU0001319,429833,434392,2,3,22/02/2010,1457,2,2,1,1,2,3,2,55,9
3416,10AA0001350,428906,435505,2,1,23/02/2010,2120,3,3,4,3,1,3,1,24,1
3417,10AA0001531,420759,440047,1,1,23/02/2010,820,6,1,1,1,3,3,2,15,9
3418,10AA0002067,420201,445696,1,1,23/02/2010,1510,4,1,1,1,3,3,2,23,9
3419,10CA0001400,429490,425807,2,1,23/02/2010,2239,3,2,4,3,1,2,1,65,4
3420,10AA0001362,427603,436790,2,1,24/02/2010,1620,3,1,1,1,1,3,1,33,1
3421,10AA0001437,429565,434816,2,1,24/02/2010,1530,3,1,1,1,1,3,1,57,9
3422,10BA0001375,432153,434607,2,1,24/02/2010,1919,6,1,4,1,1,3,1,40,9
3423,10CA0001445,426375,426745,2,1,24/02/2010,1830,3,1,4,1,1,3,1,42,1
3424,10CA0001458,429505,430287,1,1,24/02/2010,1145,6,2,1,1,3,3,1,43,9
3425,10AA0001396,429714,435509,1,1,25/02/2010,2010,6,2,4,8,3,3,1,36,9
3426,10AA0001434,427372,433508,1,1,25/02/2010,2030,6,1,4,1,3,3,1,13,9
3427,10AA0001676,424298,437191,2,1,25/02/2010,740,3,2,1,9,1,3,1,30,1
3428,10AA0082105,424058,431839,2,1,25/02/2010,843,6,2,1,1,1,1,2,23,9
3429,10BA0001411,431741,435483,1,1,25/02/2010,1035,3,2,1,1,2,3,2,67,11
3430,10BA0002459,431908,432301,3,1,25/02/2010,1235,3,2,1,1,1,3,1,52,21
3431,10CA0001408,429772,434480,1,1,25/02/2010,1537,3,2,1,1,2,3,2,56,11
3432,10CA0001417,428944,429843,2,1,25/02/2010,1640,3,2,1,2,1,3,1,25,1
3433,10CA0001443,430698,434887,4,3,25/02/2010,1846,3,2,4,2,2,3,2,57,9
3434,10CA0001443,430698,434887,4,3,25/02/2010,1846,3,2,4,2,1,3,2,43,9
3435,10CA0001443,430698,434887,4,3,25/02/2010,1846,3,2,4,2,1,3,1,60,9
3436,10AA0001397,425064,433367,2,1,26/02/2010,1035,4,2,1,2,1,3,2,72,9
3437,10AA0001622,424399,439038,2,1,26/02/2010,1740,6,2,1,1,1,3,1,56,8
3438,10CA0001452,436200,427757,2,1,26/02/2010,1645,3,2,1,1,1,3,1,34,1
3439,10CA0001459,427802,430640,3,2,26/02/2010,1505,3,1,1,1,1,3,1,63,9
3440,10CA0001459,427802,430640,3,2,26/02/2010,1505,3,1,1,1,2,3,2,62,9
