Col.Number,Reference.Number,Easting,Northing,Number.of.Vehicles,Number.of.Casualties,Accident.Date,Time..24hr.,X1st.Road.Class,Road.Surface,Lighting.Conditions,Weather.Conditions,Casualty.Class,Casualty.Severity,Sex.of.Casualty,Age.of.Casualty,Type.of.Vehicle
1,3309,429093,436258,1,1,01/01/2009,55,6,1,4,1,3,3,1,44,9
2,2609,434723,435534,1,1,02/01/2009,2335,6,1,4,1,1,2,2,23,9
3,2809,441173,433047,1,1,02/01/2009,1645,6,1,4,1,3,3,2,12,9
4,3809,428487,431364,1,1,02/01/2009,1723,3,1,4,1,3,3,1,15,9
5,3909,425928,435480,2,2,02/01/2009,1350,6,1,1,1,1,3,2,34,9
6,3909,425928,435480,2,2,02/01/2009,1350,6,1,1,1,1,3,1,25,9
7,19809,425642,434240,2,1,02/01/2009,2300,3,1,4,1,1,3,1,57,9
8,3709,429610,439798,1,1,03/01/2009,222,6,1,4,1,2,3,1,17,9
9,4309,426535,433642,2,1,03/01/2009,325,6,2,4,1,2,3,2,23,9
10,9009,437658,445061,1,2,03/01/2009,1645,3,2,6,1,2,3,1,20,9
11,9009,437658,445061,1,2,03/01/2009,1645,3,2,6,1,2,3,1,23,9
12,66209,431508,435120,2,5,03/01/2009,1745,6,1,4,1,1,3,2,18,9
13,66209,431508,435120,2,5,03/01/2009,1745,6,1,4,1,2,3,2,47,9
14,66209,431508,435120,2,5,03/01/2009,1745,6,1,4,1,2,3,1,11,9
15,66209,431508,435120,2,5,03/01/2009,1745,6,1,4,1,2,3,2,15,9
16,66209,431508,435120,2,5,03/01/2009,1745,6,1,4,1,2,3,2,42,9
17,2909,443402,438684,2,2,04/01/2009,1605,2,1,4,1,1,3,1,83,9
18,2909,443402,438684,2,2,04/01/2009,1605,2,1,4,1,2,3,2,65,9
19,4209,428099,426648,1,1,04/01/2009,21,3,2,4,1,1,3,2,24,9
20,8409,431482,435007,2,3,04/01/2009,1430,6,1,1,1,1,3,1,28,9
21,8409,431482,435007,2,3,04/01/2009,1430,6,1,1,1,1,3,1,29,9
22,8409,431482,435007,2,3,04/01/2009,1430,6,1,1,1,2,3,1,26,9
23,3109,427890,430474,1,2,05/01/2009,705,3,2,4,1,1,3,1,42,9
24,3109,427890,430474,1,2,05/01/2009,705,3,2,4,1,3,1,1,18,9
25,8509,427304,433623,3,2,05/01/2009,1430,3,1,1,1,1,3,1,34,9
26,8509,427304,433623,3,2,05/01/2009,1430,3,1,1,1,1,3,2,38,9
27,11009,432430,433799,1,1,05/01/2009,1250,6,1,1,1,2,3,1,40,11
28,22509,431463,432466,1,1,05/01/2009,2330,3,1,4,1,1,3,1,23,9
29,8609,432533,434156,1,1,06/01/2009,1805,6,1,4,1,3,3,2,4,9
30,9109,421617,434392,2,2,06/01/2009,1800,4,1,4,1,1,3,1,78,9
31,9109,421617,434392,2,2,06/01/2009,1800,4,1,4,1,1,3,1,51,9
32,11609,433601,429802,1,1,06/01/2009,1725,1,1,4,1,3,3,1,52,9
33,12909,424112,434008,1,1,06/01/2009,1308,3,1,1,1,2,3,1,66,11
34,13109,425186,437731,2,2,06/01/2009,1040,6,1,1,1,1,3,1,30,8
35,13109,425186,437731,2,2,06/01/2009,1040,6,1,1,1,1,3,1,66,9
36,19109,421016,441155,1,1,06/01/2009,1120,6,1,1,1,3,3,1,88,9
37,21809,429870,430441,3,1,06/01/2009,2055,6,2,4,1,1,3,1,40,9
38,22309,423629,437988,3,1,06/01/2009,1109,6,1,1,1,1,3,1,49,2
39,80709,435211,433542,1,1,06/01/2009,1510,6,1,1,1,3,3,1,11,9
40,147409,437665,444765,1,1,06/01/2009,2046,3,1,6,1,1,2,1,22,9
41,11309,430112,431742,2,1,07/01/2009,1240,3,2,1,1,1,3,1,17,1
42,11809,429436,433461,2,1,07/01/2009,1730,6,1,7,1,1,3,1,40,9
43,17709,432067,428607,2,2,07/01/2009,1805,1,2,4,1,1,3,1,24,9
44,17709,432067,428607,2,2,07/01/2009,1805,1,2,4,1,1,3,1,27,90
45,19509,425549,436382,2,1,07/01/2009,750,3,2,1,1,1,3,1,41,1
46,12009,429298,428264,2,2,08/01/2009,847,6,2,1,1,1,2,1,23,9
47,12009,429298,428264,2,2,08/01/2009,847,6,2,1,1,1,3,2,54,9
48,13509,425070,437952,1,1,08/01/2009,1100,6,1,1,1,2,3,2,71,11
49,18409,430859,424436,2,2,08/01/2009,830,1,1,1,1,1,3,1,47,9
50,18409,430859,424436,2,2,08/01/2009,830,1,1,1,1,2,3,1,22,9
51,22709,432517,436673,2,1,08/01/2009,830,6,2,1,1,2,3,1,11,9
52,36409,425924,435145,2,1,08/01/2009,1656,6,2,4,1,1,3,1,20,4
53,86809,423618,434131,1,1,08/01/2009,1710,6,1,4,1,3,3,1,7,9
54,13009,431503,435127,2,1,09/01/2009,819,3,1,1,1,1,3,1,31,1
55,15509,440513,448481,2,1,09/01/2009,2103,4,4,4,8,1,3,1,21,9
56,18009,429771,431652,2,1,09/01/2009,1539,6,1,1,1,1,3,1,21,3
57,18209,422040,443853,1,1,09/01/2009,147,6,1,6,1,1,3,1,38,19
58,19209,429700,432100,3,1,09/01/2009,752,1,2,1,1,1,3,2,27,9
59,20009,441206,448780,2,1,09/01/2009,750,2,2,1,1,1,3,1,49,5
60,29709,421375,440473,2,2,09/01/2009,1550,3,2,1,1,1,3,1,39,11
61,29709,421375,440473,2,2,09/01/2009,1550,3,2,1,1,2,3,1,79,11
62,19609,428572,432995,1,1,10/01/2009,740,3,4,4,1,1,3,2,17,2
63,22109,431509,432630,3,3,10/01/2009,1525,3,1,1,1,1,3,2,23,9
64,22109,431509,432630,3,3,10/01/2009,1525,3,1,1,1,1,3,2,25,9
65,22109,431509,432630,3,3,10/01/2009,1525,3,1,1,1,1,3,1,54,9
66,47309,429273,430090,2,1,10/01/2009,1122,3,1,1,1,2,3,2,48,9
67,20209,443242,439661,1,1,11/01/2009,2332,2,2,4,1,1,3,1,20,9
68,20509,431914,430363,1,2,11/01/2009,210,3,2,4,1,1,2,1,46,9
69,20509,431914,430363,1,2,11/01/2009,210,3,2,4,1,2,2,2,44,9
70,22609,434345,434354,2,2,11/01/2009,1335,3,1,1,1,1,3,2,24,9
71,22609,434345,434354,2,2,11/01/2009,1335,3,1,1,1,2,3,2,13,9
72,24409,433753,441992,2,2,11/01/2009,1840,6,2,6,1,1,3,1,20,9
73,24409,433753,441992,2,2,11/01/2009,1840,6,2,6,1,2,3,1,18,9
74,30009,430226,433202,1,1,11/01/2009,158,6,1,4,1,3,2,2,20,8
75,23009,438099,431586,1,1,12/01/2009,735,6,2,6,1,1,3,1,20,9
76,25009,432151,435283,1,1,12/01/2009,1800,4,1,4,1,3,3,1,7,9
77,26909,438554,430035,2,1,12/01/2009,1915,6,1,4,1,1,3,1,23,3
78,35509,425747,431487,2,1,12/01/2009,1240,6,2,1,1,1,3,1,46,20
79,23309,432192,442256,2,1,13/01/2009,650,3,2,6,2,1,3,2,25,9
80,24709,428956,435470,2,1,13/01/2009,1550,3,1,1,1,1,2,1,20,1
81,25109,428470,435284,2,1,13/01/2009,2130,6,2,7,1,1,3,1,38,1
82,26309,426322,428159,2,1,14/01/2009,1830,4,1,4,1,1,3,1,37,9
83,27209,420436,440143,2,1,14/01/2009,712,3,4,4,1,1,3,1,38,9
84,29909,428061,435959,2,1,14/01/2009,845,3,2,4,2,1,3,1,26,1
85,35009,424244,428689,2,1,14/01/2009,1737,6,2,4,1,1,2,1,16,2
86,37009,418301,441336,2,1,14/01/2009,1753,3,2,4,2,1,2,1,37,1
87,78509,426868,437527,2,2,14/01/2009,1138,3,1,1,1,1,3,2,23,9
88,78509,426868,437527,2,2,14/01/2009,1138,3,1,1,1,1,3,1,56,9
89,224609,427900,439923,1,1,14/01/2009,150,6,1,4,1,1,3,1,53,9
90,345809,424579,435155,2,1,14/01/2009,1300,3,1,1,1,1,3,1,43,1
91,34509,431969,435825,2,1,15/01/2009,640,3,2,4,2,1,3,2,53,9
92,36909,431404,435026,2,1,15/01/2009,1935,6,1,4,1,1,3,1,43,9
93,37209,430459,435623,4,1,15/01/2009,740,3,2,1,2,3,3,1,16,9
94,37309,427887,440270,2,1,15/01/2009,1335,6,2,1,1,1,3,1,75,1
95,37409,434107,433901,2,1,15/01/2009,910,6,1,1,1,1,3,1,42,9
96,42009,428344,431608,2,1,15/01/2009,1330,1,1,1,1,1,3,2,36,9
97,27309,432998,436045,1,1,16/01/2009,15,3,2,4,2,1,2,1,38,5
98,30409,430330,433321,2,2,16/01/2009,1404,6,1,1,1,2,3,2,25,11
99,30409,430330,433321,2,2,16/01/2009,1404,6,1,1,1,2,3,2,53,11
100,36509,430189,431710,1,1,16/01/2009,1338,6,1,1,1,1,3,1,21,3
101,77009,424351,438774,1,1,16/01/2009,630,6,1,4,1,3,3,2,33,9
102,32209,429595,434697,2,1,17/01/2009,1215,3,2,1,1,1,3,1,90,90
103,33609,435121,433538,1,1,17/01/2009,1115,6,2,1,1,2,3,2,65,11
104,34909,434620,441225,2,4,17/01/2009,2125,6,2,6,1,1,3,2,18,9
105,34909,434620,441225,2,4,17/01/2009,2125,6,2,6,1,1,3,1,23,9
106,34909,434620,441225,2,4,17/01/2009,2125,6,2,6,1,2,3,2,17,9
107,34909,434620,441225,2,4,17/01/2009,2125,6,2,6,1,2,3,1,17,9
108,35909,439996,437096,1,1,17/01/2009,1510,6,1,1,1,2,3,2,69,11
109,37509,430324,433288,4,1,17/01/2009,133,6,1,4,1,3,3,1,19,9
110,39009,431864,429760,2,1,17/01/2009,1001,6,1,1,1,3,2,1,39,19
111,39409,429941,425130,2,2,17/01/2009,1505,3,2,1,1,1,3,1,20,9
112,39409,429941,425130,2,2,17/01/2009,1505,3,2,1,1,2,3,2,19,9
113,43109,434843,436328,1,1,17/01/2009,1742,6,2,4,2,2,3,1,68,11
114,47109,432711,434493,1,1,17/01/2009,1645,4,2,4,2,2,3,1,21,9
115,171309,431607,435248,1,1,17/01/2009,1750,3,1,7,1,3,3,1,23,9
116,35209,430530,440743,2,1,18/01/2009,1825,6,2,4,1,1,3,1,47,9
117,59109,429806,433383,1,1,18/01/2009,1510,6,1,1,1,3,3,1,30,9
118,39509,432733,427496,1,1,19/01/2009,817,3,2,1,2,3,3,1,12,9
119,40909,436189,434322,2,2,19/01/2009,1154,6,1,1,1,1,3,2,23,9
120,40909,436189,434322,2,2,19/01/2009,1154,6,1,1,1,2,3,2,84,11
121,41109,436067,436616,2,1,19/01/2009,1800,6,2,4,2,1,3,1,21,9
122,41309,440894,433571,2,1,19/01/2009,1655,3,2,4,5,1,3,2,55,9
123,42909,424910,439707,2,2,19/01/2009,902,6,2,1,2,1,3,2,37,9
124,42909,424910,439707,2,2,19/01/2009,902,6,2,1,2,1,3,2,34,9
125,43809,428923,429880,1,1,19/01/2009,1715,6,1,7,1,3,3,2,61,9
126,44909,423734,434325,3,2,19/01/2009,750,6,2,1,2,1,3,1,53,9
127,44909,423734,434325,3,2,19/01/2009,750,6,2,1,2,1,2,1,23,3
128,45409,425537,432762,2,4,19/01/2009,1820,3,2,4,2,1,3,2,58,9
129,45409,425537,432762,2,4,19/01/2009,1820,3,2,4,2,2,3,2,27,9
130,45409,425537,432762,2,4,19/01/2009,1820,3,2,4,2,1,3,1,21,9
131,45409,425537,432762,2,4,19/01/2009,1820,3,2,4,2,2,3,1,25,9
132,45509,419963,446150,2,1,19/01/2009,1500,6,2,1,2,1,3,2,43,9
133,47909,429932,437557,3,1,19/01/2009,1848,6,2,4,1,3,2,1,59,9
134,50809,428956,435471,2,2,19/01/2009,750,3,2,1,2,1,3,1,23,9
135,50809,428956,435471,2,2,19/01/2009,750,3,2,1,2,1,3,1,23,11
136,66109,429950,428086,1,1,19/01/2009,1029,6,2,1,3,2,3,1,65,11
137,106409,436940,425890,3,1,19/01/2009,1328,1,1,1,1,2,3,1,19,9
138,112209,426467,435765,1,1,19/01/2009,1730,6,1,7,9,3,3,2,27,19
139,43009,436158,441823,2,2,20/01/2009,848,6,4,1,1,1,2,1,40,9
140,43009,436158,441823,2,2,20/01/2009,848,6,4,1,1,1,3,2,28,9
141,45609,420113,434034,2,1,20/01/2009,815,6,4,1,1,2,3,2,27,9
142,46809,427551,431985,2,1,20/01/2009,800,3,1,1,1,1,3,1,39,1
143,50509,421990,433001,1,1,20/01/2009,630,4,4,4,8,1,3,1,34,11
144,72109,428300,444735,1,1,20/01/2009,2140,3,4,6,1,1,3,1,26,9
145,44009,427202,432544,1,1,21/01/2009,1030,6,1,1,1,2,3,1,45,11
146,45909,431003,430540,1,1,21/01/2009,100,1,4,4,1,1,3,1,35,19
147,50009,423424,437621,1,1,21/01/2009,1820,3,2,4,5,3,2,1,20,9
148,58109,439119,432454,2,1,21/01/2009,715,3,1,4,1,1,3,1,43,5
149,59409,441925,430291,2,1,21/01/2009,1855,6,2,7,8,1,3,2,33,9
150,144609,430356,438558,3,2,21/01/2009,1425,6,1,1,1,1,3,2,31,9
151,144609,430356,438558,3,2,21/01/2009,1425,6,1,1,1,1,3,1,42,9
152,47409,427079,434817,1,1,22/01/2009,615,3,2,4,2,3,3,2,52,9
153,52709,440893,448715,2,2,22/01/2009,1714,4,2,4,8,1,3,2,67,9
154,52709,440893,448715,2,2,22/01/2009,1714,4,2,4,8,1,3,2,64,9
155,58209,430637,434720,2,1,22/01/2009,2000,6,1,7,9,1,3,1,29,9
156,61409,428824,435224,2,1,22/01/2009,1530,6,1,1,1,1,3,2,19,9
157,80209,435518,434819,1,1,22/01/2009,1540,6,1,1,1,3,3,2,86,1
158,53109,434696,434563,2,1,23/01/2009,800,3,2,1,2,1,3,2,47,9
159,54309,424019,438460,2,1,23/01/2009,730,6,2,7,9,1,3,1,44,1
160,57909,433428,433952,1,1,23/01/2009,1600,6,2,1,1,3,3,2,5,9
161,58509,428508,442351,1,1,23/01/2009,2230,6,2,6,1,2,3,2,18,9
162,58709,434063,435140,2,1,23/01/2009,722,6,2,7,1,1,3,1,50,9
163,64709,432000,430452,2,2,23/01/2009,1330,3,1,1,1,1,3,1,52,9
164,64709,432000,430452,2,2,23/01/2009,1330,3,1,1,1,1,3,1,59,21
165,67609,426354,428164,2,1,23/01/2009,1325,4,1,1,1,1,3,1,45,1
166,67809,429675,432925,3,5,23/01/2009,1435,6,1,1,1,1,3,1,26,9
167,67809,429675,432925,3,5,23/01/2009,1435,6,1,1,1,1,3,1,43,9
168,67809,429675,432925,3,5,23/01/2009,1435,6,1,1,1,2,3,2,43,9
169,67809,429675,432925,3,5,23/01/2009,1435,6,1,1,1,1,3,1,37,9
170,67809,429675,432925,3,5,23/01/2009,1435,6,1,1,1,2,3,2,29,9
171,124709,430433,433982,2,1,23/01/2009,25,2,2,4,1,1,2,1,38,5
172,53409,431630,434445,1,1,24/01/2009,1148,6,1,1,1,2,3,2,86,11
173,57109,422663,432681,2,1,24/01/2009,1715,6,2,4,1,1,3,1,42,9
174,59709,428207,426829,1,1,24/01/2009,800,3,4,1,1,1,3,2,42,9
175,81009,422286,433429,1,1,24/01/2009,308,4,1,4,1,2,3,1,21,9
176,94709,428502,434530,3,1,24/01/2009,1300,6,1,1,1,1,3,1,19,9
177,69409,420347,440465,2,1,25/01/2009,1715,3,1,4,1,1,3,1,33,5
178,56609,428458,432960,1,1,26/01/2009,1600,4,1,1,9,2,3,1,45,11
179,69109,420142,446596,2,1,26/01/2009,845,6,2,1,1,1,3,2,34,9
180,95009,427122,437370,2,2,26/01/2009,1510,3,1,1,1,2,3,1,4,9
181,95009,427122,437370,2,2,26/01/2009,1510,3,1,1,1,2,3,1,3,9
182,66909,425125,432463,1,1,27/01/2009,830,6,2,1,9,1,3,1,42,3
183,68809,431076,431126,1,1,27/01/2009,925,6,2,1,1,2,3,2,25,11
184,69509,428587,440798,3,4,27/01/2009,1755,6,1,6,1,1,3,2,50,9
185,69509,428587,440798,3,4,27/01/2009,1755,6,1,6,1,1,2,2,42,9
186,69509,428587,440798,3,4,27/01/2009,1755,6,1,6,1,1,2,1,39,9
187,69509,428587,440798,3,4,27/01/2009,1755,6,1,6,1,2,3,1,1,9
188,70809,421881,442830,2,2,27/01/2009,757,6,4,1,1,1,3,2,36,9
189,70809,421881,442830,2,2,27/01/2009,757,6,4,1,1,1,3,1,50,9
190,137209,436133,435569,2,1,27/01/2009,840,6,1,1,1,1,3,2,34,9
191,69009,430689,434966,2,2,28/01/2009,1500,3,2,1,1,1,3,1,26,9
192,69009,430689,434966,2,2,28/01/2009,1500,3,2,1,1,2,3,2,25,9
193,70009,430113,431728,1,2,28/01/2009,1440,3,1,1,1,2,3,2,65,11
194,70009,430113,431728,1,2,28/01/2009,1440,3,1,1,1,2,3,2,67,11
195,70609,439643,436962,3,2,28/01/2009,1530,6,2,1,1,1,1,1,75,9
196,70609,439643,436962,3,2,28/01/2009,1530,6,2,1,1,1,3,2,24,9
197,71409,425479,434192,1,1,28/01/2009,1740,6,2,4,7,3,2,1,18,9
198,73309,429797,433923,2,1,28/01/2009,1000,6,2,1,1,1,3,2,28,1
199,88909,428678,435628,2,1,28/01/2009,1720,3,2,4,7,1,3,1,25,1
200,90809,435926,435424,1,1,28/01/2009,805,3,1,1,1,3,3,2,16,9
201,93909,430889,434252,3,2,28/01/2009,1209,6,2,1,1,1,3,2,54,9
202,93909,430889,434252,3,2,28/01/2009,1209,6,2,1,1,2,3,1,43,9
203,75209,428838,434630,2,1,29/01/2009,1735,6,2,4,1,1,3,1,19,1
204,75509,422946,427920,4,3,29/01/2009,749,3,2,4,7,1,3,2,36,9
205,75509,422946,427920,4,3,29/01/2009,749,3,2,4,7,1,3,2,46,9
206,75509,422946,427920,4,3,29/01/2009,749,3,2,4,7,2,2,1,42,9
207,75609,427265,427701,2,1,29/01/2009,900,4,2,1,1,1,3,2,33,9
208,77809,423583,434592,2,1,29/01/2009,740,6,2,1,8,1,2,1,59,1
209,78809,422078,433943,2,2,29/01/2009,1330,3,1,1,1,1,3,2,44,9
210,78809,422078,433943,2,2,29/01/2009,1330,3,1,1,1,2,3,1,53,9
211,80409,435821,435759,3,2,29/01/2009,2332,6,1,4,1,2,3,2,20,9
212,80409,435821,435759,3,2,29/01/2009,2332,6,1,4,1,2,3,2,22,9
213,80509,432061,436084,3,3,29/01/2009,821,6,2,1,1,1,3,1,45,9
214,80509,432061,436084,3,3,29/01/2009,821,6,2,1,1,1,3,1,32,9
215,80509,432061,436084,3,3,29/01/2009,821,6,2,1,1,1,3,2,42,9
216,85909,429427,435414,1,1,29/01/2009,2241,6,2,4,4,3,2,1,44,8
217,76909,427495,425524,2,1,30/01/2009,1405,3,2,1,1,1,3,2,37,9
218,77209,431072,430361,2,2,30/01/2009,1840,6,2,4,1,1,2,1,18,4
219,77209,431072,430361,2,2,30/01/2009,1840,6,2,4,1,1,3,1,44,9
220,77309,431074,431989,2,1,30/01/2009,1545,3,1,1,1,1,3,1,40,1
221,77409,432914,432149,2,1,30/01/2009,703,6,2,4,1,1,2,1,18,3
222,78009,424889,427724,2,1,30/01/2009,1823,3,1,4,1,1,2,1,35,5
223,78109,422365,440401,1,1,30/01/2009,1820,6,1,6,1,3,3,1,32,9
224,79509,427608,434511,2,3,30/01/2009,2248,3,1,4,1,1,3,2,35,90
225,79509,427608,434511,2,3,30/01/2009,2248,3,1,4,1,1,3,2,31,9
226,79509,427608,434511,2,3,30/01/2009,2248,3,1,4,1,2,3,2,23,9
227,79809,435231,434830,2,2,30/01/2009,715,3,2,4,1,1,3,2,33,9
228,79809,435231,434830,2,2,30/01/2009,715,3,2,4,1,1,3,1,54,9
229,80009,428546,433218,2,1,30/01/2009,2139,3,1,4,1,1,3,1,23,9
230,81609,430243,424085,5,3,30/01/2009,1755,1,2,4,1,1,3,1,45,9
231,81609,430243,424085,5,3,30/01/2009,1755,1,2,4,1,1,3,1,32,9
232,81609,430243,424085,5,3,30/01/2009,1755,1,2,4,1,1,3,2,49,9
233,89109,426281,435577,2,1,30/01/2009,1435,3,2,1,1,1,3,1,36,9
234,115909,427619,436158,2,2,30/01/2009,1545,6,2,1,1,1,3,2,21,9
235,115909,427619,436158,2,2,30/01/2009,1545,6,2,1,1,2,3,2,18,9
236,77909,434271,433802,1,2,31/01/2009,1801,6,2,7,1,1,3,1,20,9
237,77909,434271,433802,1,2,31/01/2009,1801,6,2,7,1,2,3,1,24,9
238,79209,423015,437661,2,1,31/01/2009,1920,3,1,4,1,1,3,1,49,1
239,89709,432172,427284,1,4,31/01/2009,344,1,2,4,1,1,3,1,27,9
240,89709,432172,427284,1,4,31/01/2009,344,1,2,4,1,2,3,2,29,9
241,89709,432172,427284,1,4,31/01/2009,344,1,2,4,1,2,3,1,38,9
242,89709,432172,427284,1,4,31/01/2009,344,1,2,4,1,2,2,2,40,9
243,95809,420964,439969,1,1,31/01/2009,1455,4,1,1,1,2,3,2,76,9
244,105309,420896,434453,2,1,31/01/2009,1400,3,1,1,1,1,3,2,44,9
245,75409,429175,438564,2,1,01/02/2009,1847,3,1,4,1,1,2,1,26,9
246,78409,433659,438992,1,2,01/02/2009,506,3,1,6,1,2,3,1,22,9
247,78409,433659,438992,1,2,01/02/2009,506,3,1,6,1,2,3,1,21,9
248,80609,432798,434232,2,2,01/02/2009,1125,6,1,1,1,1,3,1,26,9
249,80609,432798,434232,2,2,01/02/2009,1125,6,1,1,1,1,3,1,28,9
250,88309,438496,430405,2,1,01/02/2009,1250,3,2,1,1,1,3,1,32,9
251,108509,430376,434971,2,1,01/02/2009,1300,6,2,1,9,1,3,2,48,9
252,82809,432453,433799,2,1,02/02/2009,1011,6,3,1,3,1,3,1,37,9
253,87909,418803,442401,1,1,02/02/2009,1720,6,3,4,3,2,3,1,4,9
254,88809,440497,434871,1,1,02/02/2009,935,6,3,1,3,2,3,1,47,9
255,89009,435099,434709,2,1,02/02/2009,1540,3,3,1,6,1,3,1,49,9
256,89209,443610,435910,6,1,02/02/2009,922,1,4,1,3,1,3,1,22,9
257,88709,436169,427632,2,1,03/02/2009,1800,3,3,4,1,1,3,1,20,9
258,89309,433725,434028,2,4,03/02/2009,830,3,3,1,3,1,3,1,40,11
259,89309,433725,434028,2,4,03/02/2009,830,3,3,1,3,2,3,2,17,11
260,89309,433725,434028,2,4,03/02/2009,830,3,3,1,3,2,3,1,16,11
261,89309,433725,434028,2,4,03/02/2009,830,3,3,1,3,2,3,1,19,11
262,101709,442496,434219,2,2,03/02/2009,915,3,3,1,1,1,3,1,47,9
263,101709,442496,434219,2,2,03/02/2009,915,3,3,1,1,1,2,2,29,9
264,101909,432772,429619,1,1,03/02/2009,1620,6,4,1,3,1,3,1,40,5
265,90309,432117,434677,2,1,04/02/2009,1641,6,2,4,1,1,3,2,21,9
266,94809,429157,431575,1,1,04/02/2009,800,6,3,1,3,3,3,2,44,9
267,106609,428747,430849,2,1,04/02/2009,1240,6,1,1,1,1,3,2,47,9
268,113309,430385,433607,1,1,04/02/2009,1530,6,1,1,9,3,3,2,24,8
269,94109,434031,428101,2,1,05/02/2009,953,6,4,1,3,1,3,1,66,9
270,95109,427504,425505,2,2,05/02/2009,1925,3,2,4,1,1,3,2,58,9
271,95109,427504,425505,2,2,05/02/2009,1925,3,2,4,1,1,3,1,20,9
272,98809,435698,434586,1,1,05/02/2009,1015,6,3,1,3,2,3,2,26,9
273,102109,433192,437362,1,1,05/02/2009,900,6,3,1,1,3,3,1,14,9
274,105409,436330,425921,6,1,05/02/2009,927,1,1,1,1,1,3,1,30,9
275,105809,430346,435461,2,1,05/02/2009,935,6,4,1,3,1,3,1,29,9
276,94609,426645,433497,2,2,06/02/2009,1930,6,1,4,1,1,3,1,23,9
277,94609,426645,433497,2,2,06/02/2009,1930,6,1,4,1,1,3,1,30,9
278,94909,422927,433213,2,1,06/02/2009,755,6,2,1,1,1,3,1,26,3
279,95409,421853,436450,1,1,06/02/2009,1235,6,4,1,1,3,2,2,94,9
280,99509,442236,431749,1,2,06/02/2009,2245,3,4,6,1,1,3,2,25,9
281,99509,442236,431749,1,2,06/02/2009,2245,3,4,6,1,2,3,2,34,9
282,100809,432521,434724,2,1,06/02/2009,1710,4,1,4,1,1,2,1,36,5
283,102909,437021,429229,3,1,06/02/2009,1705,3,1,1,1,1,3,1,43,9
284,111609,434065,435141,1,6,06/02/2009,1425,6,1,1,1,2,3,1,13,11
285,111609,434065,435141,1,6,06/02/2009,1425,6,1,1,1,2,3,1,12,11
286,111609,434065,435141,1,6,06/02/2009,1425,6,1,1,1,2,3,1,11,11
287,111609,434065,435141,1,6,06/02/2009,1425,6,1,1,1,2,3,2,14,11
288,111609,434065,435141,1,6,06/02/2009,1425,6,1,1,1,2,3,1,16,11
289,111609,434065,435141,1,6,06/02/2009,1425,6,1,1,1,2,3,2,12,11
290,124109,423193,434657,3,1,06/02/2009,1755,6,4,4,1,1,3,1,62,9
291,141909,433148,426326,2,1,06/02/2009,830,3,3,1,3,1,3,2,32,9
292,100009,435345,434799,1,1,07/02/2009,513,6,4,4,1,1,3,1,24,9
293,101209,434457,433704,2,1,07/02/2009,1945,6,1,4,1,1,3,1,64,9
294,103309,429860,431850,1,3,07/02/2009,1603,6,1,1,1,2,3,1,48,11
295,103309,429860,431850,1,3,07/02/2009,1603,6,1,1,1,2,3,1,37,11
296,103309,429860,431850,1,3,07/02/2009,1603,6,1,1,1,2,3,2,29,11
297,103709,429915,434256,2,1,07/02/2009,1203,3,1,1,1,1,3,1,53,9
298,125809,429201,434161,4,3,07/02/2009,645,6,1,7,1,1,3,1,57,9
299,125809,429201,434161,4,3,07/02/2009,645,6,1,7,1,1,3,2,52,9
300,125809,429201,434161,4,3,07/02/2009,645,6,1,7,1,2,3,2,55,9
301,274409,428840,434631,2,1,07/02/2009,1814,6,1,7,1,1,3,1,33,9
302,101609,428301,434811,1,1,08/02/2009,335,6,4,4,1,3,3,2,25,8
303,104209,430704,432541,2,1,08/02/2009,1829,3,3,4,3,1,3,1,63,9
304,108209,430760,435209,2,1,08/02/2009,1225,6,1,1,1,2,3,2,56,9
305,123209,420883,434554,2,1,08/02/2009,1512,3,1,1,1,1,2,1,34,9
306,452609,424644,436962,1,4,08/02/2009,130,3,4,4,1,1,3,1,25,9
307,452609,424644,436962,1,4,08/02/2009,130,3,4,4,1,2,3,1,23,9
308,452609,424644,436962,1,4,08/02/2009,130,3,4,4,1,2,3,2,25,9
309,452609,424644,436962,1,4,08/02/2009,130,3,4,4,1,2,3,1,21,9
310,97409,425619,432950,1,1,09/02/2009,800,6,4,4,8,1,3,1,35,9
311,98109,424140,434003,1,1,09/02/2009,550,3,1,7,1,1,2,1,34,9
312,98509,424083,434043,1,1,09/02/2009,510,3,4,4,2,1,3,1,43,9
313,99009,440349,433609,2,1,09/02/2009,725,6,4,1,1,1,3,2,34,9
314,106709,415911,442016,2,2,09/02/2009,1315,6,2,1,1,2,3,1,29,19
315,106709,415911,442016,2,2,09/02/2009,1315,6,2,1,1,1,3,1,43,19
316,107409,427572,427479,1,1,09/02/2009,840,6,4,1,8,1,3,2,25,9
317,113409,429369,431381,4,2,09/02/2009,900,6,3,1,8,1,3,1,50,19
318,113409,429369,431381,4,2,09/02/2009,900,6,3,1,8,1,3,1,29,9
319,122509,421151,435389,2,2,09/02/2009,1730,3,2,4,8,1,3,2,40,9
320,122509,421151,435389,2,2,09/02/2009,1730,3,2,4,8,1,3,1,33,9
321,129709,418157,441506,2,1,09/02/2009,910,6,3,1,3,1,3,2,50,9
322,115209,432418,434860,1,1,10/02/2009,1145,4,1,1,1,2,3,2,39,11
323,116109,427111,436977,2,1,10/02/2009,1515,6,2,1,1,1,3,1,42,1
324,117909,428942,438173,2,1,10/02/2009,1538,6,2,1,1,1,3,1,51,9
