Reference Number,Number of Casualties,Casualty Class,Casualty Severity,Latitude,Longitude,Easting,Northing
110589517,1,Pedestrian,Slight,53.83855396,-1.603063418,426117,438130
110591169,1,Pedestrian,Fatal,53.80741,-1.46703694,435093,434724
110592051,1,Pedestrian,Slight,53.81417734,-1.559745013,428984,435435
110592208,1,Pedestrian,Slight,53.75222915,-1.610475445,425682,428524
110592481,1,Pedestrian,Slight,53.90612497,-1.692223369,420218,445618
110593524,1,Pedestrian,Serious,53.77416539,-1.373507734,441284,431076
120000892,1,Pedestrian,Slight,53.8038252,-1.488099814,433709,434315
120002748,1,Pedestrian,Slight,53.74734375,-1.626065299,424657,427975
120003355,1,Pedestrian,Slight,53.83620692,-1.458084663,435658,437932
120004863,1,Pedestrian,Slight,53.81639492,-1.59734856,426507,435667
120007402,1,Pedestrian,Slight,53.80677296,-1.58311944,427450,434602
120009142,1,Pedestrian,Serious,53.75543852,-1.525714671,431268,428915
120009634,1,Pedestrian,Slight,53.82531974,-1.556209618,429209,436676
120013267,1,Pedestrian,Slight,53.80290621,-1.612162256,425540,434161
120016992,1,Pedestrian,Slight,53.76176532,-1.585947147,427293,429594
120020522,1,Pedestrian,Serious,53.79796186,-1.538444939,430398,433640
120020586,2,Pedestrian,Slight,53.78339725,-1.559353891,429031,432011
120022439,1,Pedestrian,Slight,53.81028829,-1.568048183,428440,434999
120024241,1,Pedestrian,Serious,53.82070939,-1.578940043,427716,436154
120024803,1,Pedestrian,Serious,53.81502457,-1.451264203,436125,435579
120026467,1,Pedestrian,Slight,53.75550748,-1.524970636,431317,428923
120027973,1,Pedestrian,Slight,53.80439812,-1.504660962,432618,434371
120028097,1,Pedestrian,Slight,53.79645031,-1.466598936,435131,433505
120028694,1,Pedestrian,Slight,53.79471136,-1.553632913,429400,433272
120028747,1,Pedestrian,Slight,53.81177114,-1.520628639,431561,435184
120028958,1,Pedestrian,Slight,53.81226935,-1.523843025,431349,435238
120031058,2,Pedestrian,Serious,53.8148378,-1.560907715,428907,435508
120031622,1,Pedestrian,Slight,53.90610273,-1.690564232,420327,445616
120033394,1,Pedestrian,Serious,53.79336054,-1.536400317,430536,433129
120034970,1,Pedestrian,Serious,53.80080324,-1.662883708,422201,433910
120036061,1,Pedestrian,Slight,53.74500569,-1.355121985,442525,427843
120038444,1,Pedestrian,Slight,53.80843962,-1.630883018,424304,434770
120039444,1,Pedestrian,Slight,53.85117064,-1.498742181,432971,439577
120040237,1,Pedestrian,Slight,53.80082566,-1.523699352,431367,433965
120046132,1,Pedestrian,Slight,53.8002123,-1.560832749,428922,433881
120047476,1,Pedestrian,Serious,53.81689004,-1.432950183,437329,435796
120049416,1,Pedestrian,Slight,53.78621078,-1.619739043,425051,432301
120049784,1,Pedestrian,Slight,53.79730673,-1.538725437,430380,433567
120050598,1,Pedestrian,Slight,53.80079003,-1.53756353,430454,433955
120050712,1,Pedestrian,Serious,53.81067925,-1.519577907,431631,435063
120051455,1,Pedestrian,Slight,53.81892521,-1.580264388,427630,435955
120052192,1,Pedestrian,Slight,53.79853614,-1.538180504,430415,433704
120052627,1,Pedestrian,Slight,53.83611853,-1.597843279,426462,437861
120053030,1,Pedestrian,Slight,53.81049164,-1.524379577,431315,435040
120053159,1,Pedestrian,Slight,53.80704823,-1.450609012,436175,434692
120057206,1,Pedestrian,Slight,53.87122018,-1.745609115,416725,441721
120060474,1,Pedestrian,Slight,53.7642141,-1.493284951,433399,429906
120061260,1,Pedestrian,Slight,53.81450516,-1.565832685,428583,435469
120062288,1,Pedestrian,Slight,53.8096191,-1.5644555,428677,434926
120064257,1,Pedestrian,Fatal,53.80847138,-1.550616292,429589,434804
120065210,1,Pedestrian,Slight,53.80653413,-1.549391682,429671,434589
120065239,1,Pedestrian,Serious,53.93141121,-1.382106996,440565,448564
120066087,1,Pedestrian,Slight,53.80987117,-1.508712431,432347,434978
120068495,1,Pedestrian,Slight,53.80579524,-1.518844038,431683,434520
120071119,1,Pedestrian,Serious,53.80588394,-1.573150619,428107,434507
120071472,1,Pedestrian,Slight,53.79608614,-1.660461878,422363,433386
120073074,1,Pedestrian,Slight,53.84788096,-1.532210473,430772,439196
120073253,1,Pedestrian,Slight,53.80885226,-1.551508296,429530,434846
120074400,1,Pedestrian,Slight,53.80240335,-1.534022757,430686,434136
120074415,1,Pedestrian,Slight,53.73701666,-1.531804891,430880,426863
120075004,1,Pedestrian,Slight,53.80727779,-1.573303519,428096,434662
120075924,1,Pedestrian,Slight,53.8004245,-1.483251742,434031,433939
120078873,1,Pedestrian,Serious,53.81392547,-1.552411081,429467,435410
120078975,1,Pedestrian,Slight,53.80366642,-1.610970744,425618,434246
120079950,1,Pedestrian,Serious,53.82415061,-1.451722307,436087,436594
120080891,1,Pedestrian,Serious,53.80792233,-1.620666456,424977,434716
120082389,1,Pedestrian,Serious,53.752635,-1.66122189,422336,428552
120083827,1,Pedestrian,Serious,53.82118558,-1.576322211,427888,436208
120089078,1,Pedestrian,Slight,53.79054491,-1.659064424,422458,432770
120089868,1,Pedestrian,Slight,53.82045665,-1.492712991,433392,436163
120091076,1,Pedestrian,Slight,53.80253781,-1.545638161,429921,434146
120092594,1,Pedestrian,Serious,53.77657295,-1.519178337,431683,431269
120097656,2,Pedestrian,Serious,53.84228056,-1.532151303,430780,438573
120099089,1,Pedestrian,Slight,53.80729794,-1.532875002,430758,434681
120099114,1,Pedestrian,Serious,53.8347512,-1.649085751,423091,437691
120099845,1,Pedestrian,Slight,53.80485803,-1.475406622,434544,434436
120101869,2,Pedestrian,Slight,53.76369946,-1.541870227,430197,429827
120108794,1,Pedestrian,Fatal,53.80430477,-1.63681153,423916,434308
120109820,1,Pedestrian,Fatal,53.78592338,-1.559403319,429026,432292
120111002,1,Pedestrian,Slight,53.81255569,-1.510124006,432252,435276
120114938,1,Pedestrian,Slight,53.83946132,-1.631066213,424274,438221
120118778,1,Pedestrian,Fatal,53.82744856,-1.457422785,435709,436958
120119409,1,Pedestrian,Slight,53.80928148,-1.469458465,434932,434931
120121830,1,Pedestrian,Serious,53.80080362,-1.545823942,429910,433953
120122909,1,Pedestrian,Serious,53.80051264,-1.440778758,436828,433970
120127182,1,Pedestrian,Slight,53.85613009,-1.529199142,430964,440115
120127718,1,Pedestrian,Slight,53.82514279,-1.544968188,429949,436661
120128791,1,Pedestrian,Slight,53.75719142,-1.516714796,431860,429114
120128940,1,Pedestrian,Serious,53.79992551,-1.648344022,423159,433817
120136518,1,Pedestrian,Serious,53.74520328,-1.597968839,426511,427747
120136729,1,Pedestrian,Slight,53.80722459,-1.449862531,436224,434712
120138423,1,Pedestrian,Slight,53.82862942,-1.564030403,428692,437041
120138459,1,Pedestrian,Slight,53.78667008,-1.405426863,439169,432449
120139757,1,Pedestrian,Serious,53.89167265,-1.632173962,424171,444029
120139844,1,Pedestrian,Slight,53.79832706,-1.537575443,430455,433681
120141399,1,Pedestrian,Slight,53.7486008,-1.608719421,425800,428121
120141927,2,Pedestrian,Slight,53.81063684,-1.51573572,431884,435060
120143856,3,Pedestrian,Slight,53.80119207,-1.496756981,433141,434018
120144766,1,Pedestrian,Slight,53.81276423,-1.549567889,429655,435282
120148147,1,Pedestrian,Slight,53.82882567,-1.39395037,439885,437145
120149597,1,Pedestrian,Slight,53.78239557,-1.601939192,426226,431883
120153059,1,Pedestrian,Slight,53.78930026,-1.516619077,431842,432686
120153805,1,Pedestrian,Serious,53.80422379,-1.691345238,420325,434282
120158748,1,Pedestrian,Slight,53.8148764,-1.530740093,430893,435525
120161943,1,Pedestrian,Serious,53.7466783,-1.600896826,426317,427910
120162050,1,Pedestrian,Slight,53.80508887,-1.665324703,422038,434386
120163412,1,Pedestrian,Slight,53.79196509,-1.574627926,428019,432958
120163452,1,Pedestrian,Slight,53.79371943,-1.626336139,424612,433134
120165283,2,Pedestrian,Fatal,53.84726423,-1.406924812,439014,439189
120165739,1,Pedestrian,Fatal,53.79630501,-1.537703969,430448,433456
120169305,1,Pedestrian,Slight,53.79625697,-1.532268906,430806,433453
120169624,1,Pedestrian,Slight,53.81789241,-1.516077424,431856,435867
120170118,1,Pedestrian,Serious,53.8034455,-1.54558279,429924,434247
120170180,1,Pedestrian,Slight,53.79668037,-1.556162809,429232,433490
120170957,1,Pedestrian,Slight,53.7962462,-1.534121378,430684,433451
120174191,1,Pedestrian,Slight,53.80799287,-1.584960203,427328,434737
120174306,1,Pedestrian,Slight,53.77291828,-1.545533198,429949,430851
120175868,1,Pedestrian,Serious,53.79824885,-1.617443671,425195,433641
120176348,1,Pedestrian,Slight,53.88305786,-1.438536623,436903,443154
120176776,1,Pedestrian,Slight,53.80928001,-1.679309703,421115,434848
120179048,1,Pedestrian,Slight,53.77672139,-1.543352274,430090,431275
120181637,1,Pedestrian,Slight,53.86657203,-1.698642834,419815,441216
120181726,1,Pedestrian,Slight,53.77436208,-1.544622258,430008,431012
120182096,1,Pedestrian,Slight,53.80789773,-1.632983634,424166,434709
120183864,1,Pedestrian,Slight,53.79569116,-1.539365668,430339,433387
120184100,1,Pedestrian,Serious,53.8737862,-1.7116726,418955,442015
120187293,1,Pedestrian,Slight,53.82875386,-1.537255599,430454,437066
120190103,1,Pedestrian,Slight,53.7357364,-1.504043419,432712,426733
120191994,1,Pedestrian,Serious,53.79466974,-1.544948888,429972,433271
120194355,2,Pedestrian,Slight,53.81619936,-1.51754002,431761,435678
120195126,1,Pedestrian,Slight,53.84290985,-1.632935901,424149,438604
120196074,1,Pedestrian,Slight,53.81269347,-1.61719064,425203,435248
120196914,1,Pedestrian,Serious,53.79966853,-1.547552049,429797,433826
120198532,1,Pedestrian,Slight,53.79816426,-1.546733126,429852,433659
120199961,1,Pedestrian,Slight,53.7959062,-1.546256432,429885,433408
120201366,1,Pedestrian,Serious,53.77596675,-1.553012328,429454,431187
120202496,1,Pedestrian,Slight,53.82004404,-1.512436978,432094,436108
120202506,1,Pedestrian,Slight,53.79830293,-1.547748955,429785,433674
120203476,1,Pedestrian,Serious,53.81451165,-1.560212393,428953,435472
120206767,1,Pedestrian,Slight,53.81299104,-1.628929189,424430,435277
120207537,1,Pedestrian,Slight,53.81204038,-1.507213738,432444,435220
120207793,1,Pedestrian,Slight,53.8662025,-1.69825007,419841,441175
120208453,1,Pedestrian,Slight,53.81893695,-1.578486879,427747,435957
120209126,1,Pedestrian,Slight,53.77199817,-1.549442971,429692,430747
120210947,1,Pedestrian,Slight,53.86468872,-1.669563651,421728,441015
120211047,1,Pedestrian,Slight,53.8013365,-1.490514184,433552,434037
120213193,1,Pedestrian,Serious,53.82615893,-1.456497415,435771,436815
120214123,1,Pedestrian,Slight,53.7886143,-1.367280964,441680,432687
120215224,1,Pedestrian,Serious,53.79895014,-1.659224014,422443,433705
120216660,1,Pedestrian,Slight,53.79621157,-1.539117034,430355,433445
120218929,1,Pedestrian,Slight,53.79586447,-1.547107134,429829,433403
120219014,1,Pedestrian,Slight,53.81520819,-1.633755218,424111,435522
120219033,1,Pedestrian,Serious,53.80847178,-1.550722601,429582,434804
120219370,2,Pedestrian,Slight,53.82081894,-1.58199255,427515,436165
120221138,1,Pedestrian,Slight,53.80300287,-1.695484679,420053,434145
120227331,1,Pedestrian,Serious,53.80761587,-1.63784602,423846,434676
120228911,1,Pedestrian,Slight,53.77565764,-1.547294347,429831,431155
120229436,2,Pedestrian,Serious,53.81720935,-1.529665866,430962,435785
120229642,1,Pedestrian,Serious,53.75091512,-1.505244841,432621,428421
120230576,1,Pedestrian,Slight,53.81078942,-1.555132847,429290,435060
120233097,1,Pedestrian,Slight,53.79757072,-1.551446468,429542,433591
120238047,1,Pedestrian,Slight,53.7515584,-1.538043725,430458,428478
120243286,2,Pedestrian,Serious,53.90721854,-1.691027909,420296,445740
120243524,1,Pedestrian,Serious,53.7803877,-1.5430241,430109,431683
120243598,1,Pedestrian,Serious,53.81465523,-1.475193145,434550,435526
120243917,1,Pedestrian,Slight,53.80054365,-1.598973348,426410,433903
120244110,1,Pedestrian,Serious,53.8229124,-1.53068069,430891,436419
120244197,1,Pedestrian,Serious,53.80094268,-1.51923366,431661,433980
120247362,1,Pedestrian,Slight,53.8145555,-1.66898597,421792,435438
120251921,1,Pedestrian,Slight,53.82715498,-1.559046764,429021,436879
120252779,1,Pedestrian,Serious,53.81303977,-1.512001834,432128,435329
120253473,1,Pedestrian,Slight,53.78392729,-1.661652914,422291,432033
120257700,1,Pedestrian,Slight,53.82871529,-1.54836353,429723,437057
120257792,1,Pedestrian,Slight,53.80242336,-1.498853018,433002,434154
120259216,1,Pedestrian,Slight,53.80889629,-1.507721435,432413,434870
120260160,1,Pedestrian,Serious,53.79238293,-1.666974391,421936,432972
120268616,1,Pedestrian,Slight,53.73575445,-1.594935768,426717,426697
120271676,1,Pedestrian,Slight,53.81592717,-1.499375495,432957,435656
120273701,1,Pedestrian,Serious,53.78777676,-1.533683911,430719,432509
120274296,2,Pedestrian,Slight,53.79678701,-1.465501455,435203,433543
120274605,1,Pedestrian,Slight,53.82862295,-1.538275101,430387,437051
120275134,1,Pedestrian,Slight,53.90997611,-1.693747939,420116,446046
120275337,1,Pedestrian,Serious,53.92898779,-1.386316214,440291,448292
120284571,1,Pedestrian,Slight,53.82179896,-1.57692372,427848,436276
120286534,1,Pedestrian,Slight,53.81369084,-1.454471435,435915,435429
120287938,1,Pedestrian,Serious,53.80530027,-1.486198718,433833,434480
120289719,2,Pedestrian,Slight,53.87524528,-1.709137418,419121,442178
120289847,1,Pedestrian,Serious,53.85246053,-1.53097353,430850,439706
120292063,1,Pedestrian,Slight,53.80263167,-1.544316006,430008,434157
120293057,1,Pedestrian,Slight,53.74701589,-1.610614658,425676,427944
120293484,1,Pedestrian,Slight,53.78967055,-1.705661259,419389,432659
120293689,1,Pedestrian,Slight,53.81592181,-1.515583654,431890,435648
120293704,1,Pedestrian,Slight,53.79561582,-1.662621651,422221,433333
120295543,1,Pedestrian,Serious,53.80661756,-1.517680413,431759,434612
120304643,1,Pedestrian,Slight,53.83577933,-1.562557978,428784,437837
120304783,3,Pedestrian,Slight,53.79607167,-1.535474612,430595,433431
120309934,1,Pedestrian,Slight,53.78231862,-1.605855881,425968,431873
120311130,1,Pedestrian,Slight,53.78878812,-1.514454148,431985,432630
120311136,1,Pedestrian,Slight,53.80940402,-1.582333939,427500,434895
120312672,1,Pedestrian,Slight,53.81649684,-1.515516261,431894,435712
120315133,1,Pedestrian,Serious,53.80181273,-1.492588791,433415,434089
120315349,1,Pedestrian,Slight,53.82700081,-1.503482703,432678,436886
120316573,1,Pedestrian,Serious,53.81573107,-1.600438537,426304,435592
120318682,3,Pedestrian,Serious,53.79636308,-1.553023228,429439,433456
120320352,1,Pedestrian,Serious,53.83960099,-1.53193799,430796,438275
120320939,1,Pedestrian,Slight,53.81385503,-1.515759382,431880,435418
120321469,1,Pedestrian,Slight,53.79851785,-1.508693298,432357,433715
120323531,1,Pedestrian,Slight,53.7904794,-1.549336041,429686,432803
120324863,1,Pedestrian,Serious,53.80855166,-1.545679447,429914,434815
120326321,1,Pedestrian,Serious,53.75646593,-1.464451123,435306,429058
120326965,1,Pedestrian,Slight,53.80126401,-1.586104788,427257,433988
120329088,1,Pedestrian,Serious,53.8071202,-1.448664109,436303,434701
120329455,1,Pedestrian,Slight,53.81713419,-1.456568622,435774,435811
120338736,1,Pedestrian,Slight,53.7774866,-1.567914604,428471,431350
120340862,1,Pedestrian,Slight,53.81435888,-1.515875093,431872,435474
120341522,1,Pedestrian,Slight,53.80462435,-1.520512746,431574,434389
120342633,1,Pedestrian,Slight,53.81430898,-1.510225079,432244,435471
120343737,1,Pedestrian,Serious,53.77523052,-1.546069718,429912,431108
120344235,1,Pedestrian,Serious,53.79666857,-1.555403766,429282,433489
120345671,1,Pedestrian,Serious,53.81398178,-1.553048445,429425,435416
120348027,1,Pedestrian,Serious,53.79558495,-1.549266127,429687,433371
120350330,6,Pedestrian,Serious,53.79584159,-1.659810984,422406,433359
120352041,2,Pedestrian,Slight,53.76097117,-1.58765405,427181,429505
120353834,1,Pedestrian,Serious,53.79233853,-1.667172105,421923,432967
120357234,1,Pedestrian,Serious,53.80397928,-1.521051616,431539,434317
120360252,2,Pedestrian,Serious,53.81094022,-1.571868983,428188,435070
120361048,1,Pedestrian,Slight,53.84786227,-1.532028259,430784,439194
120364210,1,Pedestrian,Slight,53.79686755,-1.485982943,433854,433542
120366048,1,Pedestrian,Slight,53.80844952,-1.605747497,425959,434780
120366134,1,Pedestrian,Slight,53.79805341,-1.543576079,430060,433648
120368911,1,Pedestrian,Slight,53.81584529,-1.599647558,426356,435605
120370511,1,Pedestrian,Slight,53.84547406,-1.546830282,429812,438922
120370649,1,Pedestrian,Slight,53.81903379,-1.437691378,437015,436032
120370926,1,Pedestrian,Slight,53.79816833,-1.547811139,429781,433659
120371071,1,Pedestrian,Serious,53.80067898,-1.543775339,430045,433940
120374381,1,Pedestrian,Slight,53.78267867,-1.60600429,425958,431913
120374949,1,Pedestrian,Slight,53.78819433,-1.544092968,430033,432551
120375263,1,Pedestrian,Slight,53.8203317,-1.578898254,427719,436112
120377501,1,Pedestrian,Slight,53.7959337,-1.53005577,430952,433418
120379040,1,Pedestrian,Slight,53.75144252,-1.60907219,425775,428437
120381146,1,Pedestrian,Slight,53.79580732,-1.546257499,429885,433397
120381417,1,Pedestrian,Slight,53.81291108,-1.62346179,424790,435270
120382206,1,Pedestrian,Slight,53.83707213,-1.470672657,434829,438022
120382844,1,Pedestrian,Serious,53.79442736,-1.540320834,430277,433246
120383459,1,Pedestrian,Serious,53.78756104,-1.59559058,426641,432460
120385909,1,Pedestrian,Slight,53.79262004,-1.658592141,422488,433001
120387775,1,Pedestrian,Slight,53.81629416,-1.47792215,434369,435707
120388866,1,Pedestrian,Slight,53.80221258,-1.528907403,431023,434117
120391488,1,Pedestrian,Slight,53.81156533,-1.591304174,426908,435132
120391595,1,Pedestrian,Serious,53.77102253,-1.54816362,429777,430639
120393285,2,Pedestrian,Serious,53.83996231,-1.525519971,431218,438318
120395060,1,Pedestrian,Slight,53.82409503,-1.666525448,421949,436500
120396547,1,Pedestrian,Serious,53.77370737,-1.528725865,431056,430946
120401247,1,Pedestrian,Slight,53.81984153,-1.574998898,427976,436059
120403752,1,Pedestrian,Slight,53.79521335,-1.591053226,426935,433313
120403767,1,Pedestrian,Slight,53.80376711,-1.5595048,429007,434277
120404364,1,Pedestrian,Slight,53.76482833,-1.580121368,427675,429937
120405005,1,Pedestrian,Slight,53.7998962,-1.557981363,429110,433847
120408773,1,Pedestrian,Serious,53.79179163,-1.4951388,433255,432973
120410694,1,Pedestrian,Slight,53.74874118,-1.596827943,426584,428141
120411276,1,Pedestrian,Slight,53.74670522,-1.600881406,426318,427913
120411380,2,Pedestrian,Slight,53.8413389,-1.599860386,426326,438441
120411813,1,Pedestrian,Slight,53.82933816,-1.616248753,425255,437100
120413669,1,Pedestrian,Slight,53.81916463,-1.574230982,428027,435984
120414470,1,Pedestrian,Slight,53.79841531,-1.534826169,430636,433692
120416291,1,Pedestrian,Slight,53.79150997,-1.541385072,430209,432921
120417171,1,Pedestrian,Slight,53.79577974,-1.541368859,430207,433396
120419218,1,Pedestrian,Slight,53.82939181,-1.583806601,427390,437118
120419499,1,Pedestrian,Serious,53.81710702,-1.456523401,435777,435808
120419885,1,Pedestrian,Slight,53.79850255,-1.534141922,430681,433702
120420082,1,Pedestrian,Slight,53.79656865,-1.466931469,435109,433518
120421135,1,Pedestrian,Serious,53.80024196,-1.501718563,432815,433910
120421150,2,Pedestrian,Slight,53.82107723,-1.576186574,427897,436196
120421219,1,Pedestrian,Slight,53.79354844,-1.603868016,426092,433123
120422029,1,Pedestrian,Slight,53.80637137,-1.54913525,429688,434571
120424659,1,Pedestrian,Serious,53.81891138,-1.573792999,428056,435956
120426006,1,Pedestrian,Serious,53.80992628,-1.509000362,432328,434984
120427545,1,Pedestrian,Serious,53.79224107,-1.616481163,425262,432973
120428164,1,Pedestrian,Slight,53.79292464,-1.602795973,426163,433054
120428996,1,Pedestrian,Slight,53.75529078,-1.464996969,435271,428927
120429841,1,Pedestrian,Serious,53.78246884,-1.60234831,426199,431891
120429943,2,Pedestrian,Slight,53.8018378,-1.656831716,422599,434027
120431017,1,Pedestrian,Serious,53.80110507,-1.636945474,423909,433952
120432275,1,Pedestrian,Slight,53.90373444,-1.692423605,420206,445352
120434564,1,Pedestrian,Slight,53.81164481,-1.463216392,435341,435197
120438408,1,Pedestrian,Slight,53.79102821,-1.574060515,428057,432854
120440248,1,Pedestrian,Slight,53.80625978,-1.518124937,431730,434572
120441528,1,Pedestrian,Slight,53.7548569,-1.482885937,434092,428870
120441799,2,Pedestrian,Slight,53.81742091,-1.584532854,427350,435786
120445707,1,Pedestrian,Slight,53.91128535,-1.696052533,419964,446191
120445827,1,Pedestrian,Slight,53.81553006,-1.618774945,425097,435563
120452226,1,Pedestrian,Slight,53.79673157,-1.538762115,430378,433503
120452407,1,Pedestrian,Slight,53.80919893,-1.562622123,428798,434880
120452620,2,Pedestrian,Slight,53.79616692,-1.467559075,435068,433473
120456432,1,Pedestrian,Serious,53.80354501,-1.545748758,429913,434258
120463737,1,Pedestrian,Serious,53.77746244,-1.55395255,429391,431353
120468045,1,Pedestrian,Slight,53.79624267,-1.537856487,430438,433449
120469512,1,Pedestrian,Serious,53.76573196,-1.573815899,428090,430040
120471999,2,Pedestrian,Slight,53.80063208,-1.543259566,430079,433935
120475052,1,Pedestrian,Slight,53.78845614,-1.667491261,421904,432535
120475399,1,Pedestrian,Slight,53.79923969,-1.54350246,430064,433780
120475842,1,Pedestrian,Serious,53.81121826,-1.574220382,428033,435100
120476584,1,Pedestrian,Slight,53.80671107,-1.469566854,434927,434645
120476665,3,Pedestrian,Slight,53.81047396,-1.524455719,431310,435038
120477567,1,Pedestrian,Slight,53.79489601,-1.545356372,429945,433296
120478124,1,Pedestrian,Serious,53.82864869,-1.537955724,430408,437054
120478600,1,Pedestrian,Slight,53.80379193,-1.516923173,431811,434298
120480417,1,Pedestrian,Serious,53.80101451,-1.625041311,424693,433946
120481308,1,Pedestrian,Slight,53.7976559,-1.662468624,422230,433560
120483109,1,Pedestrian,Slight,53.84275072,-1.530550057,430885,438626
120485289,1,Pedestrian,Slight,53.74627197,-1.589708794,427055,427869
120486659,1,Pedestrian,Slight,53.81792862,-1.529703385,430959,435865
120487003,1,Pedestrian,Slight,53.77321956,-1.549141568,429711,430883
120487079,2,Pedestrian,Serious,53.81908696,-1.575143256,427967,435975
120488058,1,Pedestrian,Slight,53.77905304,-1.551416302,429557,431531
120488867,1,Pedestrian,Slight,53.79629427,-1.53724859,430478,433455
120490517,2,Pedestrian,Slight,53.80172225,-1.543915867,430035,434056
120491341,3,Pedestrian,Slight,53.80939558,-1.526806871,431156,434917
120491525,1,Pedestrian,Slight,53.79212175,-1.66679428,421948,432943
120491723,1,Pedestrian,Slight,53.80056378,-1.581191827,427581,433912
120492348,1,Pedestrian,Serious,53.82756357,-1.565089891,428623,436922
120492608,1,Pedestrian,Serious,53.80088643,-1.541601649,430188,433964
120493532,1,Pedestrian,Slight,53.81675665,-1.515300595,431908,435741
120496827,1,Pedestrian,Serious,53.81167995,-1.536304516,430529,435167
120498446,1,Pedestrian,Slight,53.81673849,-1.515255233,431911,435739
120498499,1,Pedestrian,Serious,53.82795077,-1.509336622,432292,436989
120502714,2,Pedestrian,Serious,53.87147952,-1.594659788,426649,441796
120503060,1,Pedestrian,Slight,53.795831,-1.540669879,430253,433402
120506301,1,Pedestrian,Slight,53.73885014,-1.609507468,425754,427036
120506306,2,Pedestrian,Serious,53.8139741,-1.553397888,429402,435415
120509239,1,Pedestrian,Slight,53.81443025,-1.560076537,428962,435463
120516136,1,Pedestrian,Slight,53.79360258,-1.489742524,433609,433177
120518141,1,Pedestrian,Slight,53.84532711,-1.623976619,424737,438876
120518814,1,Pedestrian,Slight,53.7776455,-1.582315445,427522,431362
120519870,1,Pedestrian,Serious,53.80288032,-1.644416614,423416,434147
120521512,1,Pedestrian,Serious,53.77017907,-1.585925054,427289,430530
120522007,1,Pedestrian,Slight,53.87442271,-1.699970636,419724,442089
120522513,1,Pedestrian,Slight,53.80054027,-1.547497111,429800,433923
120522517,1,Pedestrian,Serious,53.79468442,-1.532407863,430798,433278
120524024,1,Pedestrian,Serious,53.80166204,-1.442449026,436717,434097
120524338,1,Pedestrian,Slight,53.80376559,-1.566490335,428547,434274
120526773,1,Pedestrian,Slight,53.79629004,-1.59046579,426973,433433
120532578,1,Pedestrian,Slight,53.7651848,-1.579237837,427733,429977
120532843,1,Pedestrian,Slight,53.80179716,-1.544704685,429983,434064
120535837,1,Pedestrian,Serious,53.79579258,-1.544739354,429985,433396
120535924,1,Pedestrian,Slight,53.79909136,-1.542319701,430142,433764
120537774,1,Pedestrian,Slight,53.81868167,-1.650055537,423036,435903
120538313,1,Pedestrian,Slight,53.86614833,-1.684182663,420766,441173
120539521,1,Pedestrian,Slight,53.81627255,-1.515625181,431887,435687
120542068,1,Pedestrian,Slight,53.8655804,-1.683563403,420807,441110
120545685,1,Pedestrian,Slight,53.79579574,-1.54085246,430241,433398
120545712,1,Pedestrian,Slight,53.79518958,-1.674270246,421454,433282
120545842,1,Pedestrian,Serious,53.79482007,-1.53958777,430325,433290
120549240,1,Pedestrian,Slight,53.79587426,-1.547319592,429815,433404
120549758,1,Pedestrian,Slight,53.80254593,-1.531394087,430859,434153
120551079,1,Pedestrian,Slight,53.81465888,-1.558691867,429053,435489
120551110,1,Pedestrian,Slight,53.74882611,-1.478956135,434356,428201
120551667,1,Pedestrian,Slight,53.87307121,-1.709654464,419088,441936
120551822,1,Pedestrian,Slight,53.78094529,-1.54309393,430104,431745
120552030,1,Pedestrian,Serious,53.80229492,-1.524715309,431299,434128
120552752,1,Pedestrian,Serious,53.81909927,-1.539503969,430313,435991
120553384,1,Pedestrian,Slight,53.77913879,-1.543174261,430100,431544
120553815,1,Pedestrian,Serious,53.79416872,-1.540855048,430242,433217
120557192,1,Pedestrian,Slight,53.8123901,-1.437537279,437031,435293
120557569,1,Pedestrian,Serious,53.86062962,-1.687812941,420530,440558
120558142,1,Pedestrian,Slight,53.79677655,-1.529514928,430987,433512
120559644,1,Pedestrian,Slight,53.79766582,-1.538600027,430388,433607
120560892,1,Pedestrian,Slight,53.8086785,-1.507222792,432446,434846
120561372,2,Pedestrian,Serious,53.80001291,-1.502844938,432741,433884
120562510,1,Pedestrian,Slight,53.7943352,-1.535068689,430623,433238
120564333,1,Pedestrian,Slight,53.80061689,-1.541634958,430186,433934
120564495,1,Pedestrian,Slight,53.80937781,-1.515598352,431894,434920
130000155,1,Pedestrian,Slight,53.79113853,-1.515504884,431914,432891
130001630,1,Pedestrian,Serious,53.79655096,-1.386155996,440429,433559
130002193,1,Pedestrian,Slight,53.81615244,-1.514821474,431940,435674
130003232,1,Pedestrian,Serious,53.81011872,-1.463676349,435312,435027
130008735,1,Pedestrian,Slight,53.80513354,-1.519717241,431626,434446
130010974,1,Pedestrian,Serious,53.81439097,-1.533039171,430742,435470
130012290,1,Pedestrian,Slight,53.7954551,-1.469207852,434960,433393
130012588,1,Pedestrian,Slight,53.72052679,-1.537807934,430496,425026
130013282,1,Pedestrian,Slight,53.81625567,-1.515898804,431869,435685
130013285,1,Pedestrian,Slight,53.76400413,-1.560831371,428947,429853
130013458,1,Pedestrian,Slight,53.77966683,-1.52409075,431357,431611
130013476,1,Pedestrian,Serious,53.76234033,-1.386594365,440433,429753
130013524,1,Pedestrian,Serious,53.80543818,-1.622511258,424857,434439
130014413,1,Pedestrian,Slight,53.76170669,-1.56930544,428390,429594
130014550,1,Pedestrian,Slight,53.81455523,-1.51775637,431748,435495
