Reference Number,Number of Casualties,Casualty Class,Casualty Severity,Latitude,Longitude,Easting,Northing
1370413,1,Pedestrian,Serious,53.82852217,-1.603051897,426124,437014
1371061,1,Pedestrian,Slight,53.79586763,-1.662665179,422218,433361
1371067,1,Pedestrian,Slight,53.80817661,-1.573279204,428097,434762
1371129,1,Pedestrian,Slight,53.80125942,-1.485094054,433909,434031
1380848,1,Pedestrian,Slight,53.77428735,-1.551027035,429586,431001
1381501,1,Pedestrian,Serious,53.75137285,-1.52962806,431013,428461
1381775,1,Pedestrian,Slight,53.82462137,-1.50630644,432494,436620
1391022,1,Pedestrian,Serious,53.85495617,-1.521032317,431502,439988
1410246,1,Pedestrian,Slight,53.82866956,-1.536375221,430512,437057
1410949,1,Pedestrian,Slight,53.7436131,-1.500235431,432957,427611
1411033,1,Pedestrian,Serious,53.77766445,-1.524644582,431322,431388
1411139,1,Pedestrian,Serious,53.79947458,-1.461443405,435468,433844
1420276,1,Pedestrian,Serious,53.79363377,-1.607951231,425823,433131
1430210,1,Pedestrian,Slight,53.80308462,-1.69581817,420031,434154
1430662,1,Pedestrian,Slight,53.81748823,-1.54843868,429726,435808
1431717,1,Pedestrian,Slight,53.80826332,-1.452916829,436022,434826
1440516,1,Pedestrian,Serious,53.7974278,-1.512517136,432106,433592
1440934,1,Pedestrian,Slight,53.84276924,-1.537633069,430419,438625
1450279,1,Pedestrian,Slight,53.80360043,-1.546142992,429887,434264
1450709,1,Pedestrian,Fatal,53.90670566,-1.683922478,420763,445685
1451509,1,Pedestrian,Fatal,53.74952343,-1.505640352,432596,428266
1451609,1,Pedestrian,Fatal,53.76989572,-1.581982687,427549,430500
1491282,1,Pedestrian,Serious,53.74355986,-1.500402869,432946,427605
1521487,1,Pedestrian,Serious,53.7484443,-1.539382161,430372,428131
1560488,1,Pedestrian,Slight,53.81173135,-1.625644356,424647,435138
1570369,1,Pedestrian,Slight,53.79598641,-1.548457117,429740,433416
1570476,1,Pedestrian,Slight,53.8079852,-1.449108384,436273,434797
1571216,1,Pedestrian,Slight,53.7960459,-1.62007521,425023,433395
1590566,1,Pedestrian,Slight,53.82273716,-1.577871412,427785,436380
1591309,2,Pedestrian,Slight,53.73848256,-1.545995752,429943,427020
1631281,1,Pedestrian,Slight,53.80942263,-1.515567459,431896,434925
1631781,1,Pedestrian,Slight,53.79736884,-1.595799901,426621,433551
1640239,1,Pedestrian,Slight,53.76577112,-1.531318158,430891,430062
1640666,1,Pedestrian,Slight,53.81899819,-1.618257344,425129,435949
1640968,1,Pedestrian,Slight,53.80155828,-1.6660817,421990,433993
1681525,1,Pedestrian,Slight,53.81189113,-1.633723379,424115,435153
1690457,1,Pedestrian,Slight,53.79069175,-1.494377764,433306,432851
1690979,1,Pedestrian,Slight,53.81661734,-1.434214688,437246,435765
1691490,1,Pedestrian,Slight,53.86120763,-1.681999701,420912,440624
1710459,1,Pedestrian,Slight,53.79666883,-1.538808354,430375,433496
1730978,1,Pedestrian,Serious,53.81398736,-1.50632509,432501,435437
1731556,1,Pedestrian,Slight,53.82198163,-1.502691263,432734,436328
1731613,1,Pedestrian,Serious,53.85985884,-1.675121541,421365,440476
1731699,1,Pedestrian,Slight,53.81094635,-1.510051639,432258,435097
1750411,1,Pedestrian,Slight,53.80433373,-1.531131174,430875,434352
1760045,1,Pedestrian,Slight,53.81140278,-1.563039652,428769,435125
1760286,1,Pedestrian,Serious,53.80205822,-1.576712461,427875,434080
1770314,1,Pedestrian,Slight,53.80488021,-1.681120071,420998,434358
1770761,1,Pedestrian,Slight,53.79586475,-1.468337242,435017,433439
1821608,1,Pedestrian,Slight,53.80977789,-1.55385257,429375,434948
1830932,1,Pedestrian,Slight,53.79864566,-1.487677003,433741,433739
1840584,1,Pedestrian,Slight,53.79326503,-1.589098504,427065,433097
1861193,1,Pedestrian,Slight,53.8062891,-1.509832578,432276,434579
1941605,1,Pedestrian,Serious,53.83553781,-1.607058455,425856,437793
1981680,1,Pedestrian,Slight,53.81331409,-1.51093539,432198,435360
110003823,1,Pedestrian,Slight,53.8087831,-1.540361236,430264,434843
110006003,1,Pedestrian,Slight,53.8162188,-1.515671372,431884,435681
110008121,1,Pedestrian,Slight,53.90560985,-1.68767555,420517,445562
110010086,1,Pedestrian,Slight,53.8170349,-1.600562851,426295,435737
110010555,1,Pedestrian,Slight,53.84001582,-1.514180873,431964,438329
110010918,1,Pedestrian,Slight,53.77132586,-1.547553394,429817,430673
110011578,1,Pedestrian,Slight,53.79705157,-1.587102824,427194,433519
110012346,1,Pedestrian,Slight,53.84237931,-1.532119802,430782,438584
110012784,2,Pedestrian,Slight,53.79617734,-1.589054855,427066,433421
110014351,1,Pedestrian,Fatal,53.72799798,-1.476864095,434511,425885
110014919,1,Pedestrian,Slight,53.79874212,-1.482923189,434054,433752
110016533,1,Pedestrian,Serious,53.80502766,-1.685902638,420683,434373
110017112,1,Pedestrian,Serious,53.79216777,-1.527896512,431097,433000
110017956,1,Pedestrian,Serious,53.85846119,-1.6768354,421253,440320
110020024,1,Pedestrian,Serious,53.73199606,-1.497371532,433155,426320
110020394,1,Pedestrian,Slight,53.79082135,-1.387226438,440364,432921
110024899,1,Pedestrian,Slight,53.81621886,-1.58785625,427132,435651
110024990,2,Pedestrian,Serious,53.77945737,-1.551366459,429560,431576
110025535,1,Pedestrian,Slight,53.74962107,-1.449659894,436287,428304
110025643,1,Pedestrian,Slight,53.80031317,-1.53978574,430308,433901
110027045,2,Pedestrian,Slight,53.79979551,-1.662542549,422224,433798
110027286,2,Pedestrian,Slight,53.79625616,-1.539025446,430361,433450
110034884,1,Pedestrian,Slight,53.82447705,-1.579297295,427690,436573
110036783,1,Pedestrian,Slight,53.84845854,-1.532796915,430733,439260
110036827,1,Pedestrian,Serious,53.8125138,-1.519769576,431617,435267
110038178,1,Pedestrian,Slight,53.80222651,-1.541784443,430175,434113
110041743,1,Pedestrian,Serious,53.82269143,-1.604003382,426065,436365
110043675,1,Pedestrian,Serious,53.76700941,-1.358107681,442306,430289
110045521,1,Pedestrian,Slight,53.80683257,-1.450627018,436174,434668
110046211,1,Pedestrian,Slight,53.8652352,-1.718179631,418531,441062
110047775,1,Pedestrian,Slight,53.80185957,-1.544567342,429992,434071
110048105,1,Pedestrian,Serious,53.81453784,-1.559999462,428967,435475
110048544,1,Pedestrian,Slight,53.80789056,-1.451995246,436083,434785
110051807,1,Pedestrian,Serious,53.80153332,-1.543872362,430038,434035
110051921,1,Pedestrian,Slight,53.76016032,-1.589740305,427044,429414
110052017,1,Pedestrian,Slight,53.74964686,-1.555521219,429307,428258
110052047,1,Pedestrian,Serious,53.79801579,-1.538444347,430398,433646
110053194,1,Pedestrian,Slight,53.80776094,-1.617964569,425155,434699
110053862,1,Pedestrian,Serious,53.79158798,-1.62028249,425012,432899
110056649,1,Pedestrian,Serious,53.82183496,-1.57693855,427847,436280
110057406,1,Pedestrian,Slight,53.74181145,-1.605203897,426036,427367
110059742,1,Pedestrian,Slight,53.75070718,-1.56028756,428992,428374
110059966,1,Pedestrian,Slight,53.79886526,-1.448028366,436352,433783
110060503,1,Pedestrian,Serious,53.81556958,-1.524154992,431326,435605
110060676,1,Pedestrian,Slight,53.80221239,-1.524306237,431326,434119
110063731,1,Pedestrian,Slight,53.79229703,-1.540344126,430277,433009
110064617,1,Pedestrian,Slight,53.90387607,-1.691570126,420262,445368
110066753,1,Pedestrian,Slight,53.75855851,-1.591864488,426905,429235
110067491,1,Pedestrian,Serious,53.74884128,-1.599875366,426383,428151
110069686,1,Pedestrian,Slight,53.83773205,-1.638817275,423765,438026
110070636,2,Pedestrian,Slight,53.80696762,-1.562068239,428836,434632
110073429,1,Pedestrian,Slight,53.90195067,-1.701539121,419608,445151
110075272,1,Pedestrian,Slight,53.80588889,-1.681841374,420950,434470
110075649,1,Pedestrian,Slight,53.81131796,-1.678352456,421177,435075
110075894,1,Pedestrian,Slight,53.83139571,-1.537013737,430468,437360
110076258,1,Pedestrian,Slight,53.82779694,-1.564996306,428629,436948
110076406,1,Pedestrian,Slight,53.76613127,-1.365388692,441827,430187
110079736,1,Pedestrian,Serious,53.82444661,-1.443772258,436610,436631
110079933,1,Pedestrian,Serious,53.81984838,-1.512955769,432060,436086
110082117,1,Pedestrian,Slight,53.80521886,-1.503147827,432717,434463
110084196,1,Pedestrian,Slight,53.81002401,-1.526602347,431169,434987
110085613,1,Pedestrian,Slight,53.79948322,-1.550864237,429579,433804
110090705,1,Pedestrian,Slight,53.81774726,-1.513527009,432024,435852
110091038,1,Pedestrian,Slight,53.80802234,-1.57287071,428124,434745
110091128,1,Pedestrian,Slight,53.80174663,-1.545601159,429924,434058
110094498,1,Pedestrian,Serious,53.73543644,-1.503243401,432765,426700
110095577,1,Pedestrian,Slight,53.75333305,-1.443695934,436677,428720
110097856,1,Pedestrian,Slight,53.80638036,-1.549135154,429688,434572
110099019,1,Pedestrian,Slight,53.75815783,-1.592990911,426831,429190
110100810,1,Pedestrian,Serious,53.81647587,-1.597362975,426506,435676
110106096,1,Pedestrian,Serious,53.80914934,-1.508052604,432391,434898
110109447,1,Pedestrian,Slight,53.8094934,-1.508656096,432351,434936
110110607,1,Pedestrian,Slight,53.82921142,-1.61878749,425088,437085
110111934,1,Pedestrian,Slight,53.81291397,-1.473741537,434647,435333
110112949,1,Pedestrian,Slight,53.81060037,-1.485389672,433882,435070
110114385,1,Pedestrian,Slight,53.81492492,-1.515807809,431876,435537
110114506,2,Pedestrian,Fatal,53.79194851,-1.545600789,429931,432968
110116508,1,Pedestrian,Slight,53.78999009,-1.700391263,419736,432696
110116521,1,Pedestrian,Serious,53.80167286,-1.497799003,433072,434071
110124098,1,Pedestrian,Slight,53.86581242,-1.686344773,420624,441135
110125036,1,Pedestrian,Slight,53.74170513,-1.605674962,426005,427355
110126342,1,Pedestrian,Slight,53.80331697,-1.521772895,431492,434243
110126826,1,Pedestrian,Slight,53.78678932,-1.617927422,425170,432366
110127352,1,Pedestrian,Slight,53.78350724,-1.529162488,431020,432036
110132272,2,Pedestrian,Slight,53.79355605,-1.545203858,429956,433147
110133571,1,Pedestrian,Slight,53.8150197,-1.448241445,436324,435580
110136129,1,Pedestrian,Slight,53.83638136,-1.641032559,423620,437875
110136216,1,Pedestrian,Serious,53.79500425,-1.659331914,422438,433266
110136892,1,Pedestrian,Slight,53.90588461,-1.693138507,420158,445591
110138270,1,Pedestrian,Slight,53.7553259,-1.662337865,422261,428851
110138910,1,Pedestrian,Slight,53.8096962,-1.553640804,429389,434939
110139359,1,Pedestrian,Slight,53.84657335,-1.533441165,430692,439050
110140361,1,Pedestrian,Slight,53.78972983,-1.479648685,434277,432751
110140624,1,Pedestrian,Serious,53.81616924,-1.630572054,424320,435630
110140628,1,Pedestrian,Slight,53.80101346,-1.537227003,430476,433980
110141747,1,Pedestrian,Slight,53.80067562,-1.64665224,423270,433901
110141883,1,Pedestrian,Slight,53.7999222,-1.543328018,430075,433856
110143768,1,Pedestrian,Serious,53.80579226,-1.548123958,429755,434507
110148122,1,Pedestrian,Slight,53.80670859,-1.511300825,432179,434625
110149931,1,Pedestrian,Slight,53.78380171,-1.622584058,424865,432032
110151597,1,Pedestrian,Slight,53.79564981,-1.549781653,429653,433378
110152940,1,Pedestrian,Slight,53.77783393,-1.56701562,428530,431389
110153059,1,Pedestrian,Slight,53.75852219,-1.591758653,426912,429231
110159946,1,Pedestrian,Serious,53.79722108,-1.589348322,427046,433537
110165636,3,Pedestrian,Slight,53.82902993,-1.536583973,430498,437097
110169371,1,Pedestrian,Serious,53.87290853,-1.70929053,419112,441918
110170133,1,Pedestrian,Slight,53.7994677,-1.539658338,430317,433807
110174205,1,Pedestrian,Slight,53.79987811,-1.557951185,429112,433845
110174364,1,Pedestrian,Serious,53.82045481,-1.575569986,427938,436127
110179346,1,Pedestrian,Slight,53.8000395,-1.481525428,434145,433897
110179482,1,Pedestrian,Serious,53.81519973,-1.517080608,431792,435567
110179558,1,Pedestrian,Slight,53.82589192,-1.679380373,421102,436696
110189168,1,Pedestrian,Slight,53.84694804,-1.627792872,424485,439055
110192405,1,Pedestrian,Slight,53.72707402,-1.575070946,428033,425739
110193280,1,Pedestrian,Slight,53.7949308,-1.370146557,441485,433388
110194015,1,Pedestrian,Slight,53.82836179,-1.470691303,434835,437053
110196899,1,Pedestrian,Slight,53.77531909,-1.545719722,429935,431118
110198293,1,Pedestrian,Slight,53.81669403,-1.515377271,431903,435734
110199254,1,Pedestrian,Slight,53.81984609,-1.467972955,435021,436107
110200396,1,Pedestrian,Serious,53.81803349,-1.582324092,427495,435855
110201913,1,Pedestrian,Slight,53.81435183,-1.5558698,429239,435456
110206079,1,Pedestrian,Slight,53.80651604,-1.549361502,429673,434587
110206288,1,Pedestrian,Slight,53.80694148,-1.450853402,436159,434680
110209933,1,Pedestrian,Slight,53.82252385,-1.663985561,422117,436326
110213748,1,Pedestrian,Slight,53.78477946,-1.558777783,429068,432165
110218336,1,Pedestrian,Slight,53.84710176,-1.537585328,430419,439107
110221001,1,Pedestrian,Serious,53.83628793,-1.616641149,425225,437873
110221279,1,Pedestrian,Slight,53.81605933,-1.518483432,431699,435662
110221634,3,Pedestrian,Slight,53.79935637,-1.54345564,430067,433793
110224861,1,Pedestrian,Slight,53.79909194,-1.542471537,430132,433764
110229021,1,Pedestrian,Slight,53.78840074,-1.58614033,427263,432557
110230838,1,Pedestrian,Slight,53.83121992,-1.606095945,425922,437313
110230890,1,Pedestrian,Slight,53.81388775,-1.559216413,429019,435403
110237044,1,Pedestrian,Slight,53.81489558,-1.517448664,431768,435533
110237820,1,Pedestrian,Serious,53.79752334,-1.511696109,432160,433603
110238485,1,Pedestrian,Slight,53.8101591,-1.646663619,423264,434956
110239678,1,Pedestrian,Serious,53.79822181,-1.46674348,435120,433702
110240797,1,Pedestrian,Slight,53.82871814,-1.537316772,430450,437062
110240968,1,Pedestrian,Slight,53.74245663,-1.596493842,426610,427442
110241666,1,Pedestrian,Slight,53.79870145,-1.539089734,430355,433722
110242349,1,Pedestrian,Serious,53.84891085,-1.606264323,425900,439281
110245788,1,Pedestrian,Slight,53.87784521,-1.706320244,419305,442468
110248077,3,Pedestrian,Fatal,53.81168232,-1.529985952,430945,435170
110249830,1,Pedestrian,Serious,53.75125024,-1.607997123,425846,428416
110251631,1,Pedestrian,Slight,53.80498514,-1.670063653,421726,434373
110252818,1,Pedestrian,Fatal,53.8005858,-1.542910819,430102,433930
110253249,1,Pedestrian,Slight,53.80816949,-1.457990702,435688,434813
110253318,1,Pedestrian,Slight,53.811302,-1.515728054,431884,435134
110253528,1,Pedestrian,Slight,53.8284886,-1.54546375,429914,437033
110255517,1,Pedestrian,Slight,53.85603632,-1.561388843,428847,440091
110255702,1,Pedestrian,Serious,53.79704401,-1.540535156,430261,433537
110257053,1,Pedestrian,Slight,53.86053114,-1.687965738,420520,440547
110257988,1,Pedestrian,Slight,53.81720959,-1.529726626,430958,435785
110266806,1,Pedestrian,Slight,53.83188431,-1.524046074,431321,437420
110268935,1,Pedestrian,Slight,53.85798981,-1.611805138,425530,440289
110269662,1,Pedestrian,Slight,53.81908396,-1.499763232,432929,436007
110272856,1,Pedestrian,Slight,53.76829131,-1.585913284,427291,430320
110275596,1,Pedestrian,Slight,53.77982045,-1.549905568,429656,431617
110277657,1,Pedestrian,Slight,53.80614354,-1.518278138,431720,434559
110278086,1,Pedestrian,Slight,53.79562233,-1.5496453,429662,433375
110278749,1,Pedestrian,Slight,53.7838628,-1.670775813,421690,432023
110278912,1,Pedestrian,Slight,53.84382332,-1.506627777,432458,438756
110280221,1,Pedestrian,Slight,53.85326066,-1.557023959,429136,439784
110283426,1,Pedestrian,Serious,53.81651475,-1.515500864,431895,435714
110287069,1,Pedestrian,Slight,53.8223301,-1.468655543,434974,436383
110287130,1,Pedestrian,Slight,53.79536829,-1.527997216,431088,433356
110287891,1,Pedestrian,Serious,53.76879628,-1.57607603,427939,430380
110288197,1,Pedestrian,Slight,53.80585507,-1.53399967,430685,434520
110289717,1,Pedestrian,Slight,53.80854196,-1.504627301,432617,434832
110291852,1,Pedestrian,Serious,53.8117879,-1.513626393,432022,435189
110293411,1,Pedestrian,Slight,53.79621302,-1.534835356,430637,433447
110294470,2,Pedestrian,Serious,53.83857284,-1.603336812,426099,438132
110294623,1,Pedestrian,Slight,53.7962673,-1.534925855,430631,433453
110295515,2,Pedestrian,Slight,53.80266233,-1.611800055,425564,434134
110298208,1,Pedestrian,Slight,53.80259618,-1.544437875,430000,434153
110298528,1,Pedestrian,Slight,53.7965816,-1.660837458,422338,433441
110300303,1,Pedestrian,Slight,53.74587683,-1.600464636,426346,427821
110301416,1,Pedestrian,Slight,53.83617798,-1.64215892,423546,437852
110308518,1,Pedestrian,Slight,53.77074427,-1.548272826,429770,430608
110309867,1,Pedestrian,Slight,53.7960397,-1.54353721,430064,433424
110316131,2,Pedestrian,Slight,53.79338604,-1.590311893,426985,433110
110322570,1,Pedestrian,Slight,53.82927301,-1.697147982,419931,437067
110324152,1,Pedestrian,Slight,53.77479444,-1.542493014,430148,431061
110327031,1,Pedestrian,Slight,53.83795034,-1.503687548,432656,438104
110328088,1,Pedestrian,Slight,53.83834022,-1.649906854,423035,438090
110328607,1,Pedestrian,Slight,53.79657739,-1.555055514,429305,433479
110330561,1,Pedestrian,Slight,53.76210271,-1.521998563,431508,429658
110331753,1,Pedestrian,Slight,53.81100593,-1.522596694,431432,435098
110334061,1,Pedestrian,Slight,53.81452874,-1.559969177,428969,435474
110337566,1,Pedestrian,Slight,53.76792128,-1.418801347,438305,430356
110342760,1,Pedestrian,Slight,53.7663978,-1.366492271,441754,430216
110342879,1,Pedestrian,Slight,53.79817721,-1.547780676,429783,433660
110344757,1,Pedestrian,Serious,53.79198327,-1.511016552,432209,432987
110346712,1,Pedestrian,Slight,53.79084805,-1.526044034,431220,432854
110348830,1,Pedestrian,Slight,53.78238231,-1.597962637,426488,431883
110351364,1,Pedestrian,Slight,53.72374131,-1.565676854,428655,425372
110352703,1,Pedestrian,Slight,53.79843443,-1.599934877,426348,433668
110356552,1,Pedestrian,Slight,53.79070119,-1.650895702,422996,432790
110360226,1,Pedestrian,Slight,53.78748863,-1.611757987,425576,432446
110362713,1,Pedestrian,Slight,53.81032211,-1.515708971,431886,435025
110364928,1,Pedestrian,Serious,53.77243105,-1.5498177,429667,430795
110365367,1,Pedestrian,Slight,53.83441022,-1.581948407,427509,437677
110366826,1,Pedestrian,Slight,53.79851828,-1.538211069,430413,433702
110367816,1,Pedestrian,Slight,53.83015136,-1.614752168,425353,437191
110368166,1,Pedestrian,Slight,53.79953354,-1.538078439,430421,433815
110369715,1,Pedestrian,Slight,53.83757984,-1.63901616,423752,438009
110372299,1,Pedestrian,Slight,53.75219479,-1.452235044,436115,428589
110372524,1,Pedestrian,Slight,53.8198528,-1.511831528,432134,436087
110380753,1,Pedestrian,Slight,53.79818443,-1.535557552,430588,433666
110390954,1,Pedestrian,Slight,53.79663305,-1.538854296,430372,433492
110397057,1,Pedestrian,Slight,53.81014037,-1.566910588,428515,434983
110404074,1,Pedestrian,Slight,53.76757829,-1.552585557,429488,430254
110404595,1,Pedestrian,Slight,53.8019716,-1.531643455,430843,434089
110410493,1,Pedestrian,Slight,53.80324883,-1.536473473,430524,434229
110413608,1,Pedestrian,Slight,53.74335514,-1.621157218,424983,427533
110413707,1,Pedestrian,Serious,53.79568163,-1.469614935,434933,433418
110416224,1,Pedestrian,Slight,53.81928775,-1.436259967,437109,436061
110416745,1,Pedestrian,Slight,53.80050873,-1.541560214,430191,433922
110418048,1,Pedestrian,Serious,53.79424005,-1.540702444,430252,433225
110418928,1,Pedestrian,Serious,53.8039899,-1.573898784,428059,434296
110427470,1,Pedestrian,Slight,53.86434729,-1.68294919,420848,440973
110427850,1,Pedestrian,Slight,53.80917643,-1.508082663,432389,434901
110429470,1,Pedestrian,Serious,53.80088463,-1.545853436,429908,433962
110429860,1,Pedestrian,Slight,53.81766118,-1.514469845,431962,435842
110430194,1,Pedestrian,Slight,53.79526598,-1.541010075,430231,433339
110435030,1,Pedestrian,Slight,53.75685849,-1.62742184,424562,429033
110435046,1,Pedestrian,Slight,53.72471014,-1.582825055,427523,425473
110436604,1,Pedestrian,Slight,53.80150629,-1.54385747,430039,434032
110438555,1,Pedestrian,Slight,53.80964816,-1.527031847,431141,434945
110439429,1,Pedestrian,Slight,53.75173605,-1.599954028,426376,428473
110441564,1,Pedestrian,Serious,53.81456422,-1.517756267,431748,435496
110442211,1,Pedestrian,Slight,53.8343439,-1.645077167,423355,437647
110443660,1,Pedestrian,Slight,53.77747137,-1.553937279,429392,431354
110445089,1,Pedestrian,Slight,53.81045916,-1.509616858,432287,435043
110446404,1,Pedestrian,Slight,53.76399886,-1.566793848,428554,429850
110448258,1,Pedestrian,Slight,53.81381321,-1.516534533,431829,435413
110450292,1,Pedestrian,Slight,53.7744338,-1.561450921,428899,431013
110452649,2,Pedestrian,Slight,53.8206033,-1.584607718,427343,436140
110453809,1,Pedestrian,Slight,53.77375067,-1.544583351,430011,430944
110454244,1,Pedestrian,Slight,53.81821648,-1.443626896,436625,435938
110455071,1,Pedestrian,Slight,53.80930289,-1.508233062,432379,434915
110456061,1,Pedestrian,Slight,53.81115595,-1.521896313,431478,435115
110457457,1,Pedestrian,Fatal,53.80871095,-1.540301274,430268,434835
110458474,1,Pedestrian,Slight,53.79173282,-1.587914136,427144,432927
110459462,1,Pedestrian,Serious,53.91077972,-1.691641059,420254,446136
110460131,1,Pedestrian,Slight,53.83260021,-1.61314928,425457,437464
110464428,1,Pedestrian,Slight,53.82630523,-1.534000662,430670,436795
110466312,1,Pedestrian,Slight,53.78156333,-1.589713701,427032,431795
110466980,1,Pedestrian,Slight,53.79981345,-1.557481145,429143,433838
110468761,1,Pedestrian,Slight,53.80976237,-1.564302135,428687,434942
110468781,1,Pedestrian,Slight,53.85427519,-1.684667367,420740,439852
110469204,1,Pedestrian,Slight,53.83874258,-1.640070056,423682,438138
110470318,1,Pedestrian,Slight,53.80465101,-1.52043651,431579,434392
110472002,1,Pedestrian,Serious,53.76770552,-1.585479034,427320,430255
110472029,1,Pedestrian,Slight,53.79643781,-1.532540193,430788,433473
110475933,2,Pedestrian,Serious,53.78910155,-1.543916145,430044,432652
110476562,1,Pedestrian,Slight,53.81075369,-1.515734374,431884,435073
110478915,1,Pedestrian,Slight,53.79801639,-1.53394992,430694,433648
110479849,2,Pedestrian,Slight,53.76406783,-1.561043108,428933,429860
110483921,2,Pedestrian,Slight,53.79817715,-1.547765493,429784,433660
110485898,1,Pedestrian,Serious,53.83801912,-1.599010535,426384,438072
110490298,1,Pedestrian,Slight,53.79901486,-1.541120981,430221,433756
110492088,1,Pedestrian,Slight,53.80645486,-1.582120262,427516,434567
110492996,1,Pedestrian,Slight,53.80786633,-1.579600307,427681,434725
110495136,1,Pedestrian,Slight,53.76123289,-1.570038474,428342,429541
110496594,1,Pedestrian,Serious,53.82045665,-1.492712991,433392,436163
110497156,2,Pedestrian,Slight,53.79447166,-1.540153341,430288,433251
110498007,1,Pedestrian,Slight,53.79556197,-1.54319319,430087,433371
110499757,1,Pedestrian,Slight,53.75656874,-1.618186577,425171,429004
110501443,2,Pedestrian,Slight,53.79605707,-1.538678417,430384,433428
110502483,1,Pedestrian,Serious,53.79875158,-1.538102217,430420,433728
110506384,1,Pedestrian,Slight,53.92766411,-1.384111908,440437,448146
110507679,1,Pedestrian,Serious,53.80693203,-1.550025272,429629,434633
110510844,1,Pedestrian,Serious,53.79044386,-1.674458822,421444,432754
110511700,1,Pedestrian,Serious,53.80406589,-1.54562164,429921,434316
110515166,1,Pedestrian,Slight,53.80168238,-1.506591119,432493,434068
110516249,1,Pedestrian,Slight,53.81347321,-1.43465196,437220,435415
110516815,1,Pedestrian,Serious,53.84863802,-1.532718906,430738,439280
110517723,1,Pedestrian,Serious,53.77201977,-1.567515514,428501,430742
110518538,1,Pedestrian,Slight,53.7957788,-1.489943855,433594,433419
110518652,1,Pedestrian,Slight,53.75943237,-1.517371715,431815,429363
110522639,1,Pedestrian,Serious,53.80480105,-1.668500917,421829,434353
110529822,2,Pedestrian,Slight,53.81561949,-1.568236409,428424,435592
110530732,1,Pedestrian,Slight,53.79914986,-1.54351862,430063,433770
110531156,2,Pedestrian,Serious,53.79854513,-1.538180405,430415,433705
110533701,1,Pedestrian,Slight,53.79745794,-1.662394296,422235,433538
110534622,1,Pedestrian,Slight,53.76432523,-1.41502772,438557,429958
110534726,1,Pedestrian,Slight,53.78904474,-1.545525905,429938,432645
110535580,1,Pedestrian,Slight,53.900022,-1.358186293,442167,445086
110538101,1,Pedestrian,Slight,53.85165228,-1.545182409,429916,439610
110540508,1,Pedestrian,Slight,53.80408056,-1.61957737,425051,434289
110541566,1,Pedestrian,Slight,53.90795379,-1.415184436,438415,445936
110546165,1,Pedestrian,Slight,53.81723602,-1.529589613,430967,435788
110548864,1,Pedestrian,Serious,53.82183536,-1.531102922,430864,436299
110549630,1,Pedestrian,Slight,53.9054865,-1.692121503,420225,445547
110549812,1,Pedestrian,Serious,53.79815096,-1.545594478,429927,433658
110553000,1,Pedestrian,Slight,53.8572503,-1.622318802,424839,440203
110553749,1,Pedestrian,Slight,53.81225917,-1.532683141,430767,435233
110554323,1,Pedestrian,Serious,53.79750147,-1.440818819,436828,433635
110555114,1,Pedestrian,Slight,53.80217176,-1.541572445,430189,434107
110555434,1,Pedestrian,Slight,53.88127827,-1.466173993,435088,442942
110555745,1,Pedestrian,Slight,53.80832435,-1.515170056,431923,434803
110557085,1,Pedestrian,Slight,53.80038915,-1.543201467,430083,433908
110557876,2,Pedestrian,Slight,53.80417916,-1.61386653,425427,434302
110558634,1,Pedestrian,Slight,53.8068634,-1.505209011,432580,434645
110559157,1,Pedestrian,Slight,53.82380453,-1.50658952,432476,436529
110560551,1,Pedestrian,Slight,53.81029654,-1.52505007,431271,435018
110560707,1,Pedestrian,Fatal,53.86361604,-1.695622576,420015,440888
110560847,1,Pedestrian,Serious,53.8036448,-1.545990654,429897,434269
110564322,1,Pedestrian,Slight,53.81627317,-1.522506453,431434,435684
110564347,1,Pedestrian,Serious,53.79967618,-1.649150881,423106,433789
110565398,1,Pedestrian,Fatal,53.80667896,-1.671477924,421632,434561
110566152,1,Pedestrian,Slight,53.8048198,-1.62025406,425006,434371
110569573,1,Pedestrian,Slight,53.80698625,-1.550100626,429624,434639
110570492,1,Pedestrian,Slight,53.83110498,-1.552790195,429430,437321
110571495,1,Pedestrian,Slight,53.77543283,-1.574263956,428054,431119
110572107,1,Pedestrian,Fatal,53.80125237,-1.496133672,433182,434025
110572524,1,Pedestrian,Slight,53.92872495,-1.385893592,440319,448263
110572767,1,Pedestrian,Slight,53.83187287,-1.639369153,423732,437374
110574518,1,Pedestrian,Slight,53.78374794,-1.574316395,428045,432044
110574885,1,Pedestrian,Serious,53.79299005,-1.545285891,429951,433084
110574924,2,Pedestrian,Slight,53.79818625,-1.547795762,429782,433661
110578542,1,Pedestrian,Serious,53.7859209,-1.654654344,422751,432257
110579408,1,Pedestrian,Slight,53.81657798,-1.515576087,431890,435721
110581359,1,Pedestrian,Slight,53.79819524,-1.547795666,429782,433662
110582716,1,Pedestrian,Slight,53.79950634,-1.538018001,430425,433812
110583229,1,Pedestrian,Serious,53.80363283,-1.611699976,425570,434242
110584582,1,Pedestrian,Serious,53.79745878,-1.538526381,430393,433584
110585053,1,Pedestrian,Serious,53.84882936,-1.675115737,421371,439249
110586444,1,Pedestrian,Slight,53.83114391,-1.536986122,430470,437332
110586528,2,Pedestrian,Serious,53.74254123,-1.537778695,430482,427475
110589511,1,Pedestrian,Slight,53.86313211,-1.675598025,421332,440840
