Col.Number,Reference.Number,Easting,Northing,Number.of.Vehicles,Number.of.Casualties,Accident.Date,Time..24hr.,X1st.Road.Class,Road.Surface,Lighting.Conditions,Weather.Conditions,Casualty.Class,Casualty.Severity,Sex.of.Casualty,Age.of.Casualty,Type.of.Vehicle
3664,10CA0002297,430040,434053,2,1,29-Mar-10,2015,6,2,4,2,1,3,1,25,1
3672,10BA0002344,432106,435605,2,1,30-Mar-10,645,6,2,1,1,1,3,1,43,1
3710,10CA0002563,428451,425846,2,1,02-Apr-10,1100,6,1,1,1,1,3,1,15,1
3762,10CA0002624,430474,433749,2,1,09-Apr-10,1630,6,1,1,1,1,3,1,36,1
3786,10AA0002718,427324,437198,2,1,13-Apr-10,1815,3,1,1,1,1,3,1,19,1
3787,10BA0002830,430670,436796,2,1,13-Apr-10,1850,6,1,1,1,1,2,1,36,1
3793,10BA0002693,429945,436623,2,1,14-Apr-10,740,3,1,1,1,1,3,1,49,1
3814,10AA0002821,428119,435888,2,1,19-Apr-10,1845,3,1,1,1,1,3,1,27,1
3820,10AA0002817,427897,436192,2,1,20-Apr-10,1015,3,1,1,1,1,2,1,21,1
3821,10AA0002907,426821,434970,2,1,20-Apr-10,730,3,1,1,1,1,3,1,48,1
3822,10CA0002881,429093,429965,2,1,20-Apr-10,2015,3,1,1,1,1,3,1,26,1
3832,10AA0002892,427204,434743,2,1,22-Apr-10,830,3,1,1,1,1,3,1,35,1
3834,10AA0002933,427570,436870,2,1,22-Apr-10,810,3,1,1,1,1,3,1,25,1
3835,10AA0003106,426057,436615,2,1,22-Apr-10,1250,6,1,1,1,1,3,2,32,1
3840,10CA0002944,425981,426782,2,1,22-Apr-10,1950,3,1,1,1,1,3,1,46,1
3845,10CA0002949,426460,428515,2,1,23-Apr-10,1019,3,1,1,1,1,3,1,43,1
3874,10CA0003192,429859,433411,2,1,26-Apr-10,915,6,1,1,1,1,3,2,55,1
3876,10BA0003067,432780,435396,2,1,27-Apr-10,2100,6,1,4,1,1,3,1,35,1
3915,10BA0003159,436159,434604,2,1,01-May-10,1200,3,1,1,1,1,3,1,31,1
3921,10BA0003177,430805,436637,2,1,02-May-10,1435,6,1,1,1,1,3,1,35,1
3930,10BA0003228,436174,434635,2,1,04-May-10,1240,3,1,1,1,1,3,1,36,1
3932,10CA0003224,426746,427514,2,1,04-May-10,730,4,1,1,1,1,3,1,34,1
3940,10CA0003292,429836,427667,2,1,05-May-10,1720,6,1,1,1,1,3,2,7,1
3968,10BA0003396,442957,431618,2,1,09-May-10,830,3,1,1,1,1,3,1,20,1
3970,10BA0003572,430937,435425,2,1,09-May-10,1730,6,1,1,1,1,2,2,10,1
3990,10BA0003457,431127,434259,2,1,11-May-10,1920,6,1,1,1,1,3,1,21,1
3996,10AA0004038,427980,436049,1,1,13-May-10,1040,3,1,1,1,1,2,1,41,1
3998,10BA0003538,431593,439582,2,1,13-May-10,2030,6,1,4,1,1,3,1,41,1
4002,10AA0003504,422055,433783,2,1,14-May-10,1105,6,1,1,1,1,2,1,16,1
4010,10CA0003605,430219,432057,1,1,14-May-10,915,3,1,1,1,1,3,2,22,1
4026,10AA0003635,421663,434385,2,1,17-May-10,1545,4,1,1,1,1,3,1,14,1
4028,10CA0003639,429167,431111,2,1,17-May-10,1830,6,1,1,1,1,3,1,17,1
4029,10CA0003730,431898,430496,2,1,17-May-10,1020,3,1,1,1,1,3,1,46,1
4033,10AA0003657,422187,436398,2,1,18-May-10,905,3,1,1,1,1,3,1,41,1
4036,10BA0003765,430170,438243,2,1,18-May-10,1620,3,1,1,1,1,3,1,51,1
4039,10AA0003720,428058,435956,2,1,19-May-10,1445,3,1,1,1,1,3,1,22,1
4046,10CA0003689,429926,432841,2,1,19-May-10,1630,3,1,1,1,1,3,1,37,1
4057,10BA0003812,435392,435918,2,1,22-May-10,1610,6,1,1,1,1,3,1,5,1
4067,10BA0003805,434064,435140,2,1,24-May-10,805,6,1,1,1,1,3,1,23,1
4073,10CA0003836,428751,432727,2,1,24-May-10,1945,3,1,1,1,1,3,1,24,1
4086,10AA0004006,425963,434808,2,1,26-May-10,1130,6,1,1,1,1,3,1,26,1
4091,10AA0003987,428433,435000,2,1,27-May-10,1407,6,1,1,1,1,3,1,35,1
4102,10AA0003985,427484,434584,2,1,28-May-10,1110,3,1,1,1,1,3,1,15,1
4103,10AA0004829,418475,444634,2,1,28-May-10,735,3,1,1,1,1,3,2,49,1
4161,10BA0004159,431824,435510,2,1,03-Jun-10,1830,6,1,1,1,1,3,2,9,1
4163,10AA0004173,428202,435787,2,1,04-Jun-10,1205,3,1,1,1,1,3,1,55,1
4171,10BA0004152,431418,435591,2,1,04-Jun-10,1130,6,1,1,1,1,3,1,15,1
4184,10CA0004156,426392,427742,2,2,05-Jun-10,1315,6,1,1,1,1,3,2,39,1
4204,10AA0004278,426151,435590,2,1,08-Jun-10,1900,4,2,1,1,1,3,1,26,1
4261,10AA0004521,424706,434470,2,1,15-Jun-10,1515,6,1,1,1,1,3,1,13,1
4263,10BA0004396,433595,436294,2,2,15-Jun-10,2240,6,1,4,1,1,3,1,16,1
4264,10BA0004396,433595,436294,2,2,15-Jun-10,2240,6,1,4,1,2,3,1,16,1
4266,10BA0004415,431905,435731,2,1,15-Jun-10,840,3,1,1,1,1,2,1,42,1
4273,10AA0004945,425919,436256,2,1,16-Jun-10,812,3,1,1,1,1,3,1,43,1
4274,10BA0004416,430894,435526,2,1,16-Jun-10,1515,6,1,1,1,1,3,1,31,1
4275,10BA0004489,432844,434338,2,1,17-Jun-10,2210,6,1,4,1,1,3,1,16,1
4276,10CA0004485,430696,433644,2,1,17-Jun-10,1620,3,1,1,1,3,3,1,62,1
4278,10CA0004507,430694,433653,2,2,17-Jun-10,1645,3,1,1,1,1,3,1,35,1
4279,10CA0004507,430694,433653,2,2,17-Jun-10,1645,3,1,1,1,3,3,2,20,1
4281,10BA0004493,431469,433529,2,1,18-Jun-10,1650,6,1,1,1,1,3,1,12,1
4288,10CA0004487,431478,428776,2,2,18-Jun-10,1555,6,1,1,1,1,3,1,13,1
4301,10AA0004582,423999,436673,2,1,20-Jun-10,1305,6,1,1,1,1,3,1,48,1
4319,10BA0004729,434232,433849,2,1,23-Jun-10,1550,6,1,1,1,1,3,1,25,1
4323,10AA0004584,424016,437296,2,1,24-Jun-10,2030,3,1,1,1,1,3,1,24,1
4331,10CA0004756,430013,434133,2,1,24-Jun-10,1030,6,1,1,1,1,3,2,27,1
4338,10AA0004642,423295,434687,2,1,25-Jun-10,2052,6,1,1,1,1,3,1,22,1
4344,10AA0004920,428513,433382,2,1,26-Jun-10,1700,6,1,1,1,1,3,2,26,1
4347,10AA0004691,427745,436148,2,1,27-Jun-10,1750,4,1,1,1,1,3,1,24,1
4366,10AA0004780,427374,437138,2,1,30-Jun-10,830,3,1,1,1,1,2,1,32,1
4391,10AA0004934,422387,432648,2,1,03-Jul-10,1610,6,1,1,1,1,3,1,9,1
4402,10BA0004896,432280,436272,2,1,05-Jul-10,1810,6,1,1,1,1,3,2,22,1
4412,10AA0004938,427569,434537,2,1,06-Jul-10,950,3,1,1,1,1,3,1,41,1
4431,10AA0004958,428472,435199,2,1,10-Jul-10,2235,6,1,4,1,1,3,1,25,1
4445,10BA0005008,437963,428081,2,1,11-Jul-10,1755,6,1,1,1,1,3,1,61,1
4453,10AA0005110,420450,434940,3,1,12-Jul-10,1720,6,1,1,1,1,3,1,12,1
4463,10AA0005049,420560,441128,2,1,13-Jul-10,2115,6,2,4,2,1,3,1,15,1
4465,10AA0005062,423621,431754,2,1,13-Jul-10,1750,6,2,1,2,1,3,1,51,1
4466,10AA0005355,426598,435546,2,1,13-Jul-10,1730,6,1,1,1,1,2,1,31,1
4480,10AA0005156,429476,435141,3,2,16-Jul-10,2110,6,1,4,1,1,2,1,17,1
4483,10CA0005143,429128,432131,3,1,16-Jul-10,830,6,1,1,1,1,3,1,40,1
4508,10AA0005207,426378,435439,2,1,20-Jul-10,851,3,1,1,1,1,3,1,46,1
4515,10AA0005213,418136,442482,2,1,21-Jul-10,1655,3,1,1,1,1,3,1,38,1
4520,10AA0005222,424370,438738,2,2,21-Jul-10,1610,6,1,1,1,1,3,1,12,1
4524,10BA0005244,428674,437010,3,1,21-Jul-10,1236,4,1,1,1,1,3,1,52,1
4532,10BA0005264,430527,435408,2,1,22-Jul-10,2015,6,1,1,1,1,3,1,17,1
4535,10AA0005277,428061,435959,2,1,23-Jul-10,1230,3,1,1,1,1,3,1,26,1
4536,10AA0005320,426155,435588,2,1,23-Jul-10,845,4,1,1,1,1,2,2,27,1
4541,10CA0005283,429152,431712,2,1,23-Jul-10,2043,6,1,1,1,1,3,1,11,1
4546,10AA0005300,425069,434274,2,1,25-Jul-10,1415,3,1,1,1,1,3,1,16,1
4550,10BA0005310,430955,440085,2,1,25-Jul-10,850,3,1,1,1,1,3,1,5,1
4568,10BA0005357,435289,436165,2,1,26-Jul-10,1245,6,1,1,1,1,3,1,19,1
4586,10CA0005381,431026,429119,2,1,28-Jul-10,1425,6,1,1,1,1,2,1,8,1
4596,10BA0005428,430734,435470,2,1,29-Jul-10,1629,6,1,1,1,1,3,2,8,1
4597,10BA0005465,432101,436044,2,1,29-Jul-10,646,6,1,1,1,1,3,1,38,1
4635,10AA0005461,423475,434034,2,1,03-Aug-10,1715,6,1,1,1,1,3,1,47,1
4690,10AA0005520,424467,433642,2,1,09-Aug-10,1700,4,1,1,1,1,3,1,32,1
4692,10CA0005523,430068,434182,2,1,09-Aug-10,810,3,1,1,1,1,3,1,53,1
4710,10CA0005561,430453,433953,2,1,11-Aug-10,2000,6,1,1,1,1,2,1,38,1
4735,10CA0005661,430665,433656,2,1,17-Aug-10,1710,3,1,1,1,1,3,1,25,1
4742,10AA0005729,427741,434083,2,1,19-Aug-10,1500,6,1,1,1,1,3,1,23,1
4750,10AA0005683,425945,435567,2,1,20-Aug-10,1600,4,2,1,2,1,3,2,13,1
4770,10BA0005745,442189,434472,2,1,22-Aug-10,1045,3,1,1,1,1,3,1,33,1
4773,10BA0005763,445362,431632,2,1,23-Aug-10,1000,3,1,1,1,1,3,1,46,1
4799,10BA0005811,436124,435560,2,1,27-Aug-10,810,3,1,1,1,1,3,1,23,1
4810,10BA0005807,441195,449895,1,1,29-Aug-10,1411,4,1,1,4,1,3,2,23,1
4824,10AA0005840,426793,432225,2,1,31-Aug-10,2015,6,1,4,1,1,3,1,11,1
4831,10AA0005972,425918,438100,2,1,01-Sep-10,630,3,1,1,1,1,3,1,30,1
4861,10CA0005923,423801,428191,2,1,03-Sep-10,1910,3,1,1,1,1,2,1,50,1
4870,10AA0005897,425546,435375,2,1,06-Sep-10,2110,6,2,7,5,1,3,1,16,1
4874,10BA0005920,437323,433359,2,1,06-Sep-10,820,3,1,1,1,1,3,1,36,1
4879,10AA0005977,426338,438926,3,1,07-Sep-10,1855,6,2,1,8,1,3,1,45,1
4889,10AA0005970,428201,435793,2,1,08-Sep-10,1630,3,1,1,1,1,2,1,38,1
4895,10AA0005978,424421,438954,2,2,09-Sep-10,745,6,1,1,1,1,3,2,16,1
4896,10AA0006091,427326,437200,2,1,09-Sep-10,1725,3,1,1,1,1,2,1,43,1
4908,10CA0005997,431583,426814,2,1,09-Sep-10,1526,3,1,1,1,1,3,1,27,1
4920,10BA0006032,439814,432839,2,1,12-Sep-10,1633,6,1,1,1,1,3,1,7,1
4952,10BA0006120,441220,432405,2,1,14-Sep-10,1645,6,1,1,1,1,3,1,12,1
4969,10AA0006084,423200,434656,2,1,16-Sep-10,805,6,1,1,1,1,3,1,42,1
5011,10BA0006140,433540,435112,2,1,20-Sep-10,1620,6,1,1,1,1,3,2,15,1
5024,10AA0006210,428574,435248,2,1,22-Sep-10,840,6,1,1,1,1,3,1,34,1
5027,10CA0006157,431012,430766,2,2,22-Sep-10,1726,6,1,1,1,1,2,1,28,1
5032,10CA0006257,429882,432365,2,1,22-Sep-10,1815,3,1,1,1,1,2,2,25,1
5047,10BA0006364,436802,435595,2,1,24-Sep-10,810,6,2,1,2,1,3,1,11,1
5058,10BA0006245,429611,437594,2,1,25-Sep-10,1605,6,1,1,1,1,2,1,15,1
5059,10BA0006249,431892,438074,2,1,25-Sep-10,1010,6,1,1,1,1,3,1,44,1
5067,10BA0006255,430477,435598,2,1,27-Sep-10,1950,3,2,4,2,1,3,1,52,1
5070,10CA0006264,431084,433633,2,1,27-Sep-10,806,6,1,1,1,1,3,1,30,1
5073,10AA0006271,423692,438145,2,1,28-Sep-10,1120,6,1,1,1,1,3,1,59,1
5086,10CA0006278,429136,431734,2,1,29-Sep-10,1755,6,2,1,2,1,3,1,14,1
5092,10AA0006349,427642,435960,2,1,30-Sep-10,859,6,2,1,1,1,3,1,38,1
5105,10AA0006307,428796,435573,2,1,02-Oct-10,1524,3,1,1,1,1,3,1,21,1
5107,10BA0006335,433090,434232,2,1,02-Oct-10,1810,6,1,1,1,1,3,1,11,1
5124,10AA0006534,427824,436514,2,1,04-Oct-10,1710,4,1,1,1,1,3,1,30,1
5130,10AA0006388,428061,435959,2,1,05-Oct-10,1550,3,1,1,1,1,3,1,21,1
5132,10CA0006365,431012,430497,2,1,05-Oct-10,1630,6,1,1,1,1,3,1,17,1
5139,10AA0006448,425059,433372,2,1,07-Oct-10,645,4,1,4,1,1,2,1,40,1
5144,10AA0006447,427975,436062,2,1,08-Oct-10,948,3,2,1,7,1,3,1,19,1
5149,10AA0006414,418314,441767,2,1,10-Oct-10,1705,3,1,1,1,1,3,1,51,1
5156,10BA0006427,431965,437041,2,1,11-Oct-10,1730,6,1,1,1,1,3,1,46,1
5159,10AA0006484,429936,434256,2,1,12-Oct-10,1200,3,1,1,1,1,3,1,28,1
5161,10AA0006991,425810,434173,2,1,12-Oct-10,1535,3,1,1,1,1,3,1,41,1
5165,10AA0006466,427997,436011,2,1,13-Oct-10,1315,3,1,1,1,1,3,1,50,1
5172,10CA0006471,431474,430378,2,1,13-Oct-10,1800,6,1,1,1,1,3,1,18,1
5176,10AA0006473,427124,434791,2,1,14-Oct-10,900,3,1,1,1,1,3,1,29,1
5186,10CA0006813,433527,429802,2,1,14-Oct-10,610,3,1,4,1,1,3,1,31,1
5207,10AA0006510,427996,436014,2,1,16-Oct-10,1845,3,2,4,2,1,3,2,26,1
5211,10BA0006512,432458,433869,2,1,16-Oct-10,1645,6,1,1,1,1,3,1,56,1
5213,10CA0006772,428297,434114,2,1,16-Oct-10,1345,3,1,1,1,1,3,1,43,1
5214,10AA0006537,426155,435589,2,1,17-Oct-10,1130,4,1,1,9,1,2,1,40,1
5227,10CA0006535,430005,434149,2,1,18-Oct-10,920,3,1,1,1,1,3,1,27,1
5247,10AA0006588,421056,439382,2,2,21-Oct-10,1550,3,1,1,1,1,3,1,30,1
5248,10AA0006591,429290,435612,2,1,21-Oct-10,2030,6,1,4,1,1,3,1,24,1
5273,10AA0006598,426334,438515,2,1,23-Oct-10,1735,6,1,1,1,1,3,1,13,1
5274,10BA0006614,431289,437142,2,1,23-Oct-10,1545,6,1,1,1,1,3,1,12,1
5303,10CA0452218,430969,425868,2,1,25-Oct-10,1430,6,1,1,1,1,3,1,50,1
5304,10AA0453772,423072,434925,2,1,26-Oct-10,1430,6,1,1,1,1,3,1,57,1
5307,10BA0006695,439312,432387,2,1,26-Oct-10,755,3,2,1,2,1,2,1,32,1
5312,10AA0456208,427303,433626,2,1,27-Oct-10,1945,3,1,4,1,1,3,1,23,1
5350,10CA0470810,430244,434359,2,1,01-Nov-10,753,3,1,1,1,1,3,1,49,1
5353,10AA0466485,422950,443089,2,1,02-Nov-10,1644,6,2,4,5,1,1,1,55,1
5354,10AA0466757,420022,440873,2,1,02-Nov-10,1900,3,2,4,2,1,2,1,45,1
5366,10AA0467110,421072,440426,2,1,03-Nov-10,840,6,1,1,1,1,3,1,10,1
5375,10CA0468431,431002,430599,2,2,03-Nov-10,1739,6,2,4,1,1,3,1,13,1
5376,10CA0468431,431002,430599,2,2,03-Nov-10,1739,6,2,4,1,2,3,1,12,1
5380,10BA0006730,432631,435874,2,1,04-Nov-10,1700,3,2,4,2,1,3,1,15,1
5388,10AA0471613,428717,435609,2,1,05-Nov-10,1355,3,1,1,1,1,3,1,19,1
5392,10AA0478014,422119,446007,2,1,05-Nov-10,905,3,1,1,1,1,3,1,51,1
5394,10BA0006768,431348,435059,2,1,05-Nov-10,1500,3,2,1,1,1,3,1,37,1
5413,10BA0006794,435940,435467,2,1,08-Nov-10,1710,6,2,4,2,1,3,1,21,1
5432,10CA0478680,433148,426326,2,1,09-Nov-10,1618,3,2,1,5,1,3,1,46,1
5478,10BA0006846,442101,434631,2,1,13-Nov-10,1535,3,1,1,1,1,3,1,64,1
5481,10CA0485964,435171,428738,1,1,13-Nov-10,2144,6,1,7,1,1,3,1,15,1
5516,10AA0495747,427975,436062,2,1,19-Nov-10,1445,3,2,1,1,1,3,1,19,1
5528,10BA0496053,437820,433100,2,1,19-Nov-10,1750,3,2,4,2,1,2,1,41,1
5534,10CA0496432,424754,427905,2,1,19-Nov-10,1510,3,1,1,1,1,3,1,15,1
5568,10AA0509834,422012,436497,2,1,24-Nov-10,1815,3,2,4,1,1,3,1,29,1
5592,10BA0506117,429107,436247,2,1,25-Nov-10,1920,6,1,7,1,1,3,1,53,1
5596,10CA0506220,424352,429247,2,1,25-Nov-10,2110,4,2,4,1,1,3,1,45,1
5608,10AA0513815,428587,435664,2,1,27-Nov-10,1300,3,1,1,1,1,3,2,27,1
5618,10BA0513525,431482,435007,2,1,29-Nov-10,2151,6,3,4,3,1,3,1,15,1
5723,10AA0533824,427433,437064,2,1,14-Dec-10,1658,3,2,4,1,1,3,1,28,1
5724,10AA0534067,426844,438046,2,1,14-Dec-10,545,3,2,4,1,1,3,1,37,1
5731,10BA0535478,432362,433180,2,1,15-Dec-10,1745,6,2,4,1,1,3,1,50,1
5764,10CA0542906,428743,429688,2,1,20-Dec-10,1020,3,1,1,1,1,3,1,31,1
5849,110006135,441352,433590,2,1,05-Jan-11,555,3,2,4,2,1,3,1,35,1
5850,110006310,428061,435959,2,1,05-Jan-11,1715,3,2,4,8,1,3,1,20,1
5852,110015623,431887,435594,2,1,05-Jan-11,1720,6,2,4,1,1,3,2,39,1
5854,110008116,429622,428098,2,1,06-Jan-11,1825,6,2,4,3,1,3,1,49,1
5897,110013331,429591,434714,2,1,10-Jan-11,1400,3,1,1,1,1,3,1,21,1
5910,110017709,427893,434624,2,1,13-Jan-11,755,6,2,1,1,1,3,1,26,1
5914,110018805,420539,440258,2,1,13-Jan-11,1635,3,1,1,1,1,3,1,59,1
5952,110027443,433070,434009,2,1,18-Jan-11,1700,3,1,4,1,1,3,1,18,1
5955,110028022,433906,434112,2,1,19-Jan-11,755,3,1,1,1,1,2,1,58,1
5960,110030056,427812,434421,2,1,20-Jan-11,850,3,4,1,1,1,2,1,43,1
5999,110040606,426592,431736,2,1,25-Jan-11,1815,3,1,7,1,1,3,1,19,1
6027,110045132,428717,435610,2,1,28-Jan-11,1550,3,1,1,1,1,3,1,19,1
6033,110046553,429953,430857,2,1,28-Jan-11,816,3,1,1,1,1,3,2,45,1
6036,110046569,430506,437060,2,1,29-Jan-11,1225,6,1,1,1,1,3,1,28,1
6050,110050094,434804,428893,2,1,31-Jan-11,1848,6,2,4,1,1,3,1,43,1
6056,110051818,428581,434967,2,1,01-Feb-11,1500,6,1,1,1,1,3,1,20,1
6069,110054653,424780,428805,2,1,02-Feb-11,1750,3,2,4,1,1,3,1,37,1
6071,110054435,424947,434437,2,1,03-Feb-11,620,3,2,4,2,1,3,1,33,1
6075,110055843,420935,439490,2,1,03-Feb-11,1930,3,1,4,1,1,3,1,52,1
6102,110060472,430698,439043,2,1,06-Feb-11,1716,3,2,1,2,1,3,1,49,1
6114,110069528,430061,433649,2,1,08-Feb-11,1153,6,1,1,1,1,3,1,22,1
6131,110068412,430016,435536,2,1,11-Feb-11,715,6,1,1,1,1,3,1,39,1
6155,110073046,430803,435338,2,2,14-Feb-11,840,6,1,1,1,1,3,1,31,1
6158,110074083,430949,433299,2,1,14-Feb-11,1620,3,2,1,1,1,3,1,50,1
6159,110074089,437150,433502,2,1,14-Feb-11,1720,3,1,4,1,1,3,1,36,1
6160,110074364,431172,440727,2,1,14-Feb-11,2105,3,1,4,1,1,3,1,42,1
6169,110076014,428089,435419,2,1,15-Feb-11,1825,6,2,4,2,1,3,1,25,1
6177,110077782,427926,436148,2,1,16-Feb-11,1445,3,1,1,1,1,2,2,28,1
6194,110084342,426986,429366,2,1,21-Feb-11,645,3,2,4,8,1,3,1,24,1
6220,110091207,441162,448828,2,1,24-Feb-11,1745,3,1,4,1,1,2,1,35,1
6224,110092631,426478,438024,2,1,25-Feb-11,1610,3,1,1,1,1,3,1,57,1
6238,110097445,427263,429568,2,1,28-Feb-11,1800,3,1,4,1,1,2,1,28,1
6243,110098163,430874,434252,2,1,01-Mar-11,930,3,1,1,1,1,3,2,37,1
6246,110098914,429518,434857,2,1,01-Mar-11,1235,3,1,1,1,1,3,1,34,1
6256,110102104,419508,445039,2,1,02-Mar-11,1530,3,1,1,1,1,3,1,34,1
6260,110125803,428061,435957,2,1,03-Mar-11,900,3,1,1,1,1,3,2,31,1
6270,110106457,430493,425015,2,1,05-Mar-11,1835,3,1,4,1,1,2,1,49,1
6293,110112851,427912,433638,2,1,09-Mar-11,1645,3,1,1,1,1,3,2,28,1
6308,110116588,424776,428060,2,1,10-Mar-11,815,6,2,1,4,1,3,1,41,1
6371,110130536,431231,433766,2,1,19-Mar-11,1130,6,1,1,1,1,2,1,48,1
6387,110134140,429956,433158,2,1,21-Mar-11,700,6,1,1,1,1,3,2,33,1
6403,110137056,427646,431150,2,1,24-Mar-11,809,3,1,1,1,1,3,1,38,1
6406,110138330,430789,433472,2,1,24-Mar-11,1700,3,1,1,1,1,2,1,44,1
6418,110140978,428061,435956,2,1,25-Mar-11,2020,3,1,4,1,1,3,1,22,1
6422,110141076,431252,445730,2,1,26-Mar-11,1015,3,1,1,1,1,3,2,41,1
6426,110166461,420520,445026,2,1,27-Mar-11,1000,6,1,1,1,1,2,1,40,1
6431,110144131,430082,431272,2,1,28-Mar-11,1304,6,1,1,1,1,3,1,25,1
6438,110146261,428579,434968,2,1,29-Mar-11,1500,6,1,1,1,1,3,1,20,1
6447,110147588,427945,436112,2,1,30-Mar-11,1345,3,1,1,1,1,3,1,51,1
6464,110153576,431349,435059,2,1,02-Apr-11,1645,3,1,1,1,1,2,2,37,1
6469,110155557,429664,427888,2,1,03-Apr-11,1600,6,1,1,1,1,3,1,17,1
6471,110158220,425411,440051,2,1,05-Apr-11,1530,6,1,1,1,1,3,1,52,1
6480,110159147,424432,438642,2,1,06-Apr-11,855,6,1,1,1,1,3,1,45,1
6492,110161875,433298,436234,2,1,06-Apr-11,1730,3,1,1,1,1,3,1,32,1
6493,110161034,418117,442482,2,1,07-Apr-11,915,3,1,1,1,1,3,2,37,1
6494,110161889,436109,434833,2,1,07-Apr-11,1650,3,1,1,1,1,3,1,31,1
6495,110162112,440460,428794,2,1,07-Apr-11,1714,6,1,1,1,1,3,1,9,1
6500,110163658,433181,433165,2,1,08-Apr-11,1350,6,1,1,1,1,2,1,14,1
6501,110163695,425344,443241,2,1,08-Apr-11,1620,3,1,1,1,1,3,1,18,1
6524,110166442,432434,435148,2,1,10-Apr-11,1648,6,1,1,1,1,3,1,7,1
6540,110168779,429033,431918,2,1,11-Apr-11,2100,6,1,7,4,1,3,1,31,1
6546,110170224,427527,436943,2,1,12-Apr-11,1730,3,1,1,1,1,3,1,28,1
6597,110179478,422884,438849,1,1,17-Apr-11,1640,6,1,1,1,1,2,1,11,1
6600,110180338,431884,438784,2,1,17-Apr-11,1745,6,1,1,1,1,3,1,16,1
6604,110181755,426721,431757,2,1,18-Apr-11,1100,3,1,1,1,1,3,2,25,1
6607,110181969,435464,433397,2,1,19-Apr-11,1455,6,1,1,1,1,2,1,13,1
6611,110182843,429668,433953,2,1,20-Apr-11,810,6,1,1,1,1,3,1,37,1
6621,110185900,424848,438291,2,1,21-Apr-11,1810,6,1,1,1,1,3,1,7,1
6624,110186028,427464,433763,2,1,21-Apr-11,1745,6,1,1,1,1,3,1,31,1
6644,110188918,435173,437629,2,1,23-Apr-11,1205,3,1,1,1,1,3,1,13,1
6663,110193904,436180,434460,2,1,27-Apr-11,1640,3,1,1,1,1,3,1,48,1
6668,110194994,434071,432982,2,1,27-Apr-11,1815,6,1,1,1,1,3,1,11,1
6687,110200376,423809,439245,2,1,02-May-11,1250,6,1,1,1,1,3,1,28,1
6691,110201968,430305,427707,2,1,03-May-11,1823,6,1,1,1,1,3,1,7,1
6705,110203778,431321,435042,2,1,04-May-11,1745,3,1,1,1,1,3,1,34,1
6706,110203821,422375,442293,2,1,04-May-11,1743,3,1,1,1,1,2,1,36,1
6717,110205687,431076,431205,2,1,05-May-11,1815,6,1,1,1,1,3,1,35,1
6731,110207518,442999,431610,2,1,06-May-11,1815,3,1,1,1,1,3,1,45,1
6735,110208142,428097,434516,2,1,07-May-11,825,6,1,1,1,1,3,1,47,1
6757,110213382,428795,435573,2,1,10-May-11,900,3,1,1,1,1,3,1,28,1
6758,110213622,430863,436299,2,1,10-May-11,830,6,1,1,1,1,2,2,31,1
6765,110214246,428405,434380,2,1,10-May-11,2040,6,1,1,1,1,3,1,19,1
6766,110214353,429266,432797,2,1,11-May-11,810,6,1,1,1,1,3,1,59,1
6767,110214490,430700,436765,2,1,11-May-11,805,6,1,1,1,1,2,1,47,1
6775,110265146,427661,438581,1,1,12-May-11,700,3,1,1,1,1,2,1,37,1
6783,110219717,434830,437970,2,1,13-May-11,725,3,1,1,1,1,3,2,30,1
6789,110221011,429781,438888,2,1,14-May-11,1425,3,2,1,1,1,3,1,39,1
6808,110226522,426946,432113,2,1,17-May-11,1800,6,1,1,1,1,3,1,13,1
6809,110226291,428103,435923,2,1,18-May-11,915,3,1,1,1,1,3,1,48,1
6816,110248747,427788,436375,2,1,18-May-11,1530,3,1,1,1,1,3,2,26,1
6821,110228235,430417,437824,2,1,19-May-11,805,6,1,1,1,1,3,2,47,1
6842,110234320,427303,431076,2,1,23-May-11,826,3,1,1,1,1,2,1,43,1
6846,110235347,434985,436591,2,1,23-May-11,1655,6,1,1,1,1,3,1,15,1
6847,110236059,428304,434109,2,1,23-May-11,1815,3,1,1,1,1,3,1,27,1
6848,110239166,428380,436739,2,1,23-May-11,2205,4,1,7,1,1,3,1,25,1
6853,110237146,434542,428013,2,1,24-May-11,1510,3,1,1,1,1,3,1,13,1
6854,110237250,441016,428494,2,1,24-May-11,1833,6,1,1,1,1,3,1,8,1
6861,110237710,429698,433797,2,1,24-May-11,850,6,1,1,1,1,3,1,23,1
6862,110240783,435008,429011,2,1,24-May-11,1900,6,1,1,1,1,3,1,16,1
6871,110241550,431063,430390,2,1,27-May-11,603,6,1,1,1,1,3,1,53,1
6899,110248587,428913,435504,2,1,31-May-11,1810,3,4,1,4,1,3,2,24,1
6900,110255702,430261,433537,1,1,31-May-11,1437,6,1,1,1,3,2,2,33,1
6911,110250617,429255,434610,2,1,01-Jun-11,1510,6,1,1,1,1,3,1,21,1
6912,110251359,429163,432178,2,1,01-Jun-11,1515,6,1,1,1,1,3,2,32,1
6913,110253107,424269,438225,2,1,01-Jun-11,1920,6,1,1,1,1,3,1,14,1
6914,110251448,428147,435835,3,1,02-Jun-11,1625,3,1,1,1,1,3,2,35,1
6924,110253401,422103,432443,2,1,03-Jun-11,1555,6,1,1,1,1,3,2,25,1
6925,110253402,428950,435467,3,1,03-Jun-11,2000,6,1,1,1,1,3,1,22,1
6934,110260889,431892,434912,3,1,03-Jun-11,2022,6,1,1,1,1,3,1,15,1
