Col.Number,Reference.Number,Easting,Northing,Number.of.Vehicles,Number.of.Casualties,Accident.Date,Time..24hr.,X1st.Road.Class,Road.Surface,Lighting.Conditions,Weather.Conditions,Casualty.Class,Casualty.Severity,Sex.of.Casualty,Age.of.Casualty,Type.of.Vehicle,Latitude,Longitude
11438,130020136,427632,431062,3,3,13/01/2013,1645,1,1,1,1,1,3,2,22,9,53.7749430305,-1.58067297204
11439,130021490,431759,435512,2,1,15/01/2013,1655,3,4,4,1,1,3,1,27,9,53.8147073661,-1.51758753491
11440,130031371,431481,435005,7,3,22/01/2013,1430,6,3,1,1,1,3,1,21,1,53.8101670136,-1.52186200182
11441,130031371,431481,435005,7,3,22/01/2013,1430,6,3,1,1,2,3,1,33,9,53.8101670136,-1.52186200182
11442,130032117,424164,428142,2,1,21/01/2013,1805,3,4,7,8,1,3,1,26,9,53.7488679915,-1.63352863616
11443,130033023,431296,429256,1,1,23/01/2013,1802,6,4,4,1,3,2,1,13,9,53.7585020043,-1.52525540677
11444,130033701,427520,426313,2,1,24/01/2013,715,1,2,4,1,1,3,1,49,9,53.7322609563,-1.58279578096
11445,130033801,428847,436577,2,1,24/01/2013,900,6,1,1,1,1,2,1,59,1,53.8244500756,-1.5617188174
11446,130034439,436171,434563,1,1,24/01/2013,1042,3,2,1,1,2,3,2,45,11,53.8058889767,-1.45068491469
11447,130034587,428910,431065,1,1,24/01/2013,1510,6,2,1,1,3,3,1,21,9,53.7749006044,-1.56127912445
11448,130034749,433114,434020,1,1,24/01/2013,1655,3,2,1,1,3,3,1,45,9,53.8012117621,-1.49716674135
11449,130035563,430549,433450,1,1,25/01/2013,835,6,2,1,1,3,3,1,16,9,53.7962451576,-1.53617112302
11450,130037628,429786,430629,3,1,26/01/2013,1615,3,1,1,1,1,3,1,40,9,53.7709321236,-1.54802802378
11451,130038109,437703,427536,1,1,27/01/2013,435,3,1,7,1,1,3,1,24,9,53.742617278,-1.42827926815
11452,130038475,433363,425600,3,1,26/01/2013,1845,3,2,4,2,1,3,2,56,9,53.7255108786,-1.49429606515
11453,130039252,425414,440371,1,2,27/01/2013,2045,6,1,7,1,1,3,2,31,9,53.858732574,-1.61356213335
11454,130039252,425414,440371,1,2,27/01/2013,2045,6,1,7,1,2,3,1,27,9,53.858732574,-1.61356213335
11455,130039489,431030,433524,2,2,24/01/2013,1800,6,2,7,1,2,3,1,10,11,53.7968818564,-1.52886086116
11456,130039489,431030,433524,2,2,24/01/2013,1800,6,2,7,1,2,3,2,41,11,53.7968818564,-1.52886086116
11457,130039665,429315,435020,2,1,28/01/2013,945,6,2,1,1,1,3,1,37,9,53.8104284642,-1.55475696098
11458,130039866,426120,427632,2,1,28/01/2013,1140,4,1,1,1,1,3,2,39,9,53.744189303,-1.60390779868
11459,130040554,428252,434461,2,1,28/01/2013,1817,6,2,4,1,2,3,1,68,8,53.8054625962,-1.5709528531
11460,130040912,420960,434374,1,2,29/01/2013,110,3,2,4,1,1,2,1,21,9,53.8050255611,-1.68169604718
11461,130040912,420960,434374,1,2,29/01/2013,110,3,2,4,1,2,2,1,21,9,53.8050255611,-1.68169604718
11462,130041554,431404,435029,2,3,26/01/2013,5,6,3,4,3,1,3,1,35,9,53.8103873979,-1.52302899532
11463,130041554,431404,435029,2,3,26/01/2013,5,6,3,4,3,2,3,1,42,9,53.8103873979,-1.52302899532
11464,130041554,431404,435029,2,3,26/01/2013,5,6,3,4,3,2,3,1,39,9,53.8103873979,-1.52302899532
11465,130042041,432387,426454,2,2,29/01/2013,1455,1,2,1,1,1,3,2,41,9,53.7332488159,-1.50899986943
11466,130042041,432387,426454,2,2,29/01/2013,1455,1,2,1,1,1,3,1,28,9,53.7332488159,-1.50899986943
11467,130042178,428847,440093,1,1,29/01/2013,1755,6,2,4,1,3,2,2,46,9,53.8560542961,-1.56138865466
11468,130042187,422115,436438,3,1,29/01/2013,1700,3,2,4,2,1,2,2,23,1,53.8235306852,-1.66400789085
11469,130042778,419503,445030,2,1,29/01/2013,850,3,1,1,1,1,2,1,37,1,53.9008669971,-1.70314505254
11470,130042916,428393,434043,2,1,30/01/2013,920,3,1,1,1,2,3,2,50,11,53.8016976203,-1.56885018068
11471,130042957,427316,430795,4,3,30/01/2013,915,1,1,1,4,1,3,1,51,9,53.7725596915,-1.58549191008
11472,130042957,427316,430795,4,3,30/01/2013,915,1,1,1,4,1,3,2,33,9,53.7725596915,-1.58549191008
11473,130042957,427316,430795,4,3,30/01/2013,915,1,1,1,4,1,3,1,36,9,53.7725596915,-1.58549191008
11474,130043218,435542,438368,2,1,30/01/2013,1243,6,2,1,5,1,3,2,56,9,53.8401338738,-1.45979705888
11475,130043427,427170,426166,1,1,30/01/2013,1205,3,2,1,2,3,3,1,32,19,53.7309579441,-1.58811455837
11476,130043820,429731,438982,2,5,30/01/2013,1645,3,2,1,4,1,3,2,19,9,53.8460180275,-1.54805570522
11477,130043820,429731,438982,2,5,30/01/2013,1645,3,2,1,4,1,3,1,20,9,53.8460180275,-1.54805570522
11478,130043820,429731,438982,2,5,30/01/2013,1645,3,2,1,4,2,3,1,18,9,53.8460180275,-1.54805570522
11479,130043820,429731,438982,2,5,30/01/2013,1645,3,2,1,4,2,3,2,14,9,53.8460180275,-1.54805570522
11480,130043820,429731,438982,2,5,30/01/2013,1645,3,2,1,4,2,3,2,16,9,53.8460180275,-1.54805570522
11481,130043847,429083,433517,1,1,28/01/2013,1620,3,1,1,1,3,3,2,16,9,53.7969314196,-1.55842249204
11482,130044118,428753,432710,2,1,30/01/2013,2050,3,2,4,1,1,3,1,32,1,53.7896958341,-1.56350815704
11483,130044514,423548,437383,2,1,31/01/2013,840,3,1,1,1,1,3,1,18,3,53.8319621454,-1.64216446256
11484,130044618,423474,434032,2,1,30/01/2013,1210,6,2,1,4,1,3,2,41,1,53.8018439902,-1.64354464172
11485,130044995,427603,431005,2,2,30/01/2013,1800,3,2,7,4,1,3,2,39,9,53.7744322067,-1.58111814749
11486,130044995,427603,431005,2,2,30/01/2013,1800,3,2,7,4,2,3,2,37,8,53.7744322067,-1.58111814749
11487,130045090,426267,427863,1,1,30/01/2013,1825,4,1,4,1,3,3,1,18,9,53.7462583462,-1.60165906324
11488,130045091,434621,441225,2,1,31/01/2013,1320,6,1,1,1,1,3,2,40,9,53.8658763657,-1.47347245353
11489,130045110,424260,428197,2,2,30/01/2013,2000,3,1,7,1,1,3,2,53,9,53.7493579211,-1.63206841298
11490,130045110,424260,428197,2,2,30/01/2013,2000,3,1,7,1,2,3,2,20,9,53.7493579211,-1.63206841298
11491,130045756,423729,437373,1,1,31/01/2013,1705,6,2,4,1,3,2,1,6,9,53.831864023,-1.63941481738
11492,130046179,420579,444900,1,1,12/02/2013,720,6,1,7,1,1,3,2,22,9,53.899656856,-1.68677627141
11493,130046539,428442,434506,1,1,01/02/2013,545,6,1,4,1,2,2,2,25,9,53.8058567339,-1.56806336294
11494,130047014,425170,437826,2,1,01/02/2013,1510,6,1,1,1,1,3,1,21,19,53.8358681237,-1.61748084455
11495,130047103,442086,434474,2,1,01/02/2013,1420,1,1,1,1,1,3,1,43,9,53.8046439934,-1.36087397133
11496,130048070,431434,431612,2,1,02/02/2013,850,6,1,1,1,1,3,1,39,1,53.7796711789,-1.52292205379
11497,130048074,421863,433949,3,2,02/02/2013,750,3,4,1,2,1,2,1,42,19,53.801168123,-1.6680132841
11498,130048074,421863,433949,3,2,02/02/2013,750,3,4,1,2,2,3,1,49,19,53.801168123,-1.6680132841
11499,130048467,419315,441752,2,1,02/02/2013,1010,3,1,1,1,1,3,1,38,1,53.8714088747,-1.7062132319
11500,130048841,430232,433349,2,1,02/02/2013,320,6,1,4,1,3,3,2,23,9,53.7953558133,-1.54099391132
11501,130050701,432056,435963,2,1,03/02/2013,1005,6,1,1,1,1,3,1,25,9,53.8187430246,-1.51302935218
11502,130051161,437442,437919,2,1,04/02/2013,905,3,2,1,5,1,3,2,38,9,53.835964552,-1.43097520101
11503,130051615,430654,434684,3,1,04/02/2013,1320,3,1,1,1,1,3,1,53,9,53.8073310503,-1.53445410512
11504,130051980,432684,434525,1,1,04/02/2013,1530,6,2,1,5,3,2,1,4,9,53.8057782351,-1.50364237366
11505,130052138,434180,441645,1,2,31/01/2013,1935,6,1,7,1,1,3,1,85,9,53.8696807851,-1.48013221217
11506,130052138,434180,441645,1,2,31/01/2013,1935,6,1,7,1,2,3,2,80,9,53.8696807851,-1.48013221217
11507,130052149,435365,425915,2,1,04/02/2013,1825,1,2,6,5,1,3,1,38,9,53.7282104334,-1.46391589918
11508,130052645,420900,434499,2,1,01/02/2013,810,3,2,1,6,1,3,1,47,9,53.8061515837,-1.68259872073
11509,130053134,426638,433492,1,1,01/02/2013,1810,6,2,4,1,2,3,2,65,11,53.7968376352,-1.59554689132
11510,130053414,431219,438322,2,1,05/02/2013,830,6,2,1,1,1,3,1,10,1,53.8399982079,-1.52550436631
11511,130053587,430376,432087,2,1,04/02/2013,840,6,1,1,1,1,3,1,35,9,53.7840036434,-1.53893207363
11512,130053805,435040,433457,2,1,04/02/2013,630,3,1,4,4,1,3,1,39,1,53.7960249922,-1.46798600219
11513,130054501,431976,431222,2,1,06/02/2013,1010,3,1,1,1,1,3,2,40,9,53.7761325682,-1.51473681266
11514,130054515,429177,431936,2,2,06/02/2013,1100,6,2,1,1,1,3,1,26,9,53.7827149323,-1.55714500592
11515,130054515,429177,431936,2,2,06/02/2013,1100,6,2,1,1,2,3,2,26,9,53.7827149323,-1.55714500592
11516,130054565,441894,443870,2,1,06/02/2013,1055,2,2,1,4,1,1,1,45,9,53.889114349,-1.36250764932
11517,130054659,441161,433151,2,3,05/02/2013,1525,6,2,1,3,1,3,1,24,9,53.7928262654,-1.37509708766
11518,130054659,441161,433151,2,3,05/02/2013,1525,6,2,1,3,1,3,1,38,9,53.7928262654,-1.37509708766
11519,130054659,441161,433151,2,3,05/02/2013,1525,6,2,1,3,2,3,2,27,9,53.7928262654,-1.37509708766
11520,130054793,429773,433364,2,1,06/02/2013,1326,6,1,1,1,1,3,1,36,1,53.7955171131,-1.54796112112
11521,130055214,420408,436670,2,1,06/02/2013,1745,6,1,4,1,1,3,1,27,1,53.8256859257,-1.68992642441
11522,130055266,430604,432966,1,1,06/02/2013,1823,3,1,4,1,3,3,1,37,9,53.7918913832,-1.53538416498
11523,130055351,426366,438843,1,1,05/02/2013,513,6,3,4,3,1,3,1,54,9,53.8449503394,-1.59921791777
11524,130055725,443639,436510,3,3,06/02/2013,1130,2,1,1,4,1,3,1,41,9,53.8228163667,-1.3370027682
11525,130055725,443639,436510,3,3,06/02/2013,1130,2,1,1,4,1,2,1,69,9,53.8228163667,-1.3370027682
11526,130055725,443639,436510,3,3,06/02/2013,1130,2,1,1,4,1,3,1,21,9,53.8228163667,-1.3370027682
11527,130056028,429312,435025,2,4,07/02/2013,735,3,1,1,1,1,3,1,20,9,53.810473577,-1.55480204793
11528,130056028,429312,435025,2,4,07/02/2013,735,3,1,1,1,1,3,1,22,9,53.810473577,-1.55480204793
11529,130056028,429312,435025,2,4,07/02/2013,735,3,1,1,1,2,3,2,20,9,53.810473577,-1.55480204793
11530,130056028,429312,435025,2,4,07/02/2013,735,3,1,1,1,2,3,1,24,9,53.810473577,-1.55480204793
11531,130056082,430754,439186,2,1,07/02/2013,1028,3,1,1,1,1,3,1,38,1,53.8477921361,-1.53248509663
11532,130056312,425868,432217,2,1,07/02/2013,1204,6,2,1,1,2,3,1,60,11,53.7854157558,-1.60734478033
11533,130056523,423868,437662,2,2,07/02/2013,1330,3,2,1,1,1,3,2,23,9,53.8344554138,-1.63728017963
11534,130056523,423868,437662,2,2,07/02/2013,1330,3,2,1,1,1,3,1,59,9,53.8344554138,-1.63728017963
11535,130056949,433170,435233,2,1,07/02/2013,1500,6,1,1,1,1,3,2,30,9,53.8121114293,-1.4961857141
11536,130057038,426437,435350,2,2,07/02/2013,1820,3,1,4,1,1,3,2,28,9,53.8135490438,-1.59843909695
11537,130057038,426437,435350,2,2,07/02/2013,1820,3,1,4,1,2,3,1,28,9,53.8135490438,-1.59843909695
11538,130057188,434853,428424,2,3,07/02/2013,1724,6,1,7,1,1,3,2,20,9,53.7507975935,-1.47139381022
11539,130057188,434853,428424,2,3,07/02/2013,1724,6,1,7,1,1,3,1,39,9,53.7507975935,-1.47139381022
11540,130057188,434853,428424,2,3,07/02/2013,1724,6,1,7,1,2,3,1,8,9,53.7507975935,-1.47139381022
11541,130058054,430099,431467,1,1,08/02/2013,1130,3,1,1,1,3,3,2,23,9,53.778446709,-1.5431969538
11542,130058058,440437,448136,2,1,06/02/2013,2300,6,1,4,1,1,3,2,24,9,53.9275742304,-1.38411323138
11543,130058198,419373,442225,1,1,08/02/2013,1232,6,1,1,1,1,3,1,73,9,53.8756584055,-1.70530115886
11544,130058230,426161,426765,2,1,08/02/2013,1230,3,1,1,1,1,3,1,42,3,53.7363938843,-1.60335946699
11545,130058728,430798,435052,1,2,08/02/2013,1545,3,1,1,1,1,1,1,23,9,53.8106303829,-1.53223041654
11546,130058728,430798,435052,1,2,08/02/2013,1545,3,1,1,1,2,2,1,23,9,53.8106303829,-1.53223041654
11547,130058760,433552,435960,2,1,08/02/2013,1610,6,1,1,1,1,3,1,53,9,53.8186216549,-1.49030454076
11548,130058779,445576,431494,2,1,08/02/2013,1755,3,1,6,1,1,2,1,40,1,53.7775645472,-1.30831905339
11549,130058890,430518,425160,1,1,08/02/2013,1850,6,1,4,1,3,3,1,11,9,53.7217300073,-1.53746130165
11550,130060070,426624,435696,1,1,21/01/2013,1340,6,1,1,1,3,3,1,49,9,53.8166496139,-1.59556882461
11551,130060327,426152,433158,2,1,09/02/2013,1710,6,1,4,1,2,2,1,21,4,53.793860033,-1.60295414132
11552,130060386,428957,425974,1,1,09/02/2013,1720,3,1,4,1,3,3,2,78,9,53.7291359209,-1.56104323789
11553,130061014,427034,427117,2,3,10/02/2013,955,6,2,1,2,1,3,1,68,9,53.7395134342,-1.5900930407
11554,130061014,427034,427117,2,3,10/02/2013,955,6,2,1,2,1,3,2,30,9,53.7395134342,-1.5900930407
11555,130061014,427034,427117,2,3,10/02/2013,955,6,2,1,2,2,3,2,29,9,53.7395134342,-1.5900930407
11556,130061542,424305,434735,2,1,10/02/2013,1535,6,2,1,2,2,3,1,22,9,53.808124962,-1.63087059415
11557,130061574,425584,433308,1,1,10/02/2013,1510,6,2,1,2,2,3,2,40,11,53.7952365938,-1.61156497343
11558,130061605,430781,438712,1,1,03/02/2013,1030,3,1,1,1,3,2,2,76,9,53.8435299203,-1.53212217377
11559,130062704,420724,433741,2,1,11/02/2013,630,6,4,7,1,1,3,1,49,9,53.7993450631,-1.68532254886
11560,130063101,423296,434689,2,1,11/02/2013,1459,6,1,1,1,2,3,2,41,9,53.8077576548,-1.64619781895
11561,130063294,420497,433957,2,1,11/02/2013,1745,6,1,7,1,1,3,1,45,1,53.8012956543,-1.68875492965
11562,130063450,426893,432886,1,1,25/01/2013,2310,6,3,7,3,3,2,2,42,9,53.7913773091,-1.59172815714
11563,130064080,428979,433685,2,1,12/02/2013,825,3,1,1,1,2,3,1,33,11,53.7984473327,-1.55998570237
11564,130064210,431968,435825,1,1,10/02/2013,2100,4,2,4,1,3,3,2,44,9,53.8175080087,-1.51438047046
11565,130064405,429145,438912,2,2,12/02/2013,1215,6,1,1,1,1,3,1,17,9,53.8454220382,-1.55696990445
11566,130064405,429145,438912,2,2,12/02/2013,1215,6,1,1,1,1,3,1,44,19,53.8454220382,-1.55696990445
11567,130064667,430808,435367,1,2,12/02/2013,1524,6,1,1,1,2,3,2,15,11,53.8134612284,-1.5320470026
11568,130064667,430808,435367,1,2,12/02/2013,1524,6,1,1,1,2,3,1,18,11,53.8134612284,-1.5320470026
11569,130064764,430361,433439,1,1,12/02/2013,1630,6,1,1,1,3,3,2,49,19,53.7961572868,-1.5390265302
11570,130064887,430509,435242,2,1,12/02/2013,830,3,1,1,1,1,3,2,42,1,53.8123552722,-1.53660084264
11571,130066195,432971,429576,2,4,13/02/2013,1445,1,3,1,3,1,3,1,24,9,53.7612750848,-1.49981335875
11572,130066195,432971,429576,2,4,13/02/2013,1445,1,3,1,3,1,3,2,41,9,53.7612750848,-1.49981335875
11573,130066195,432971,429576,2,4,13/02/2013,1445,1,3,1,3,2,3,2,25,9,53.7612750848,-1.49981335875
11574,130066195,432971,429576,2,4,13/02/2013,1445,1,3,1,3,2,3,1,1,9,53.7612750848,-1.49981335875
11575,130066255,429323,433811,1,1,13/02/2013,1635,6,1,1,1,2,3,2,64,11,53.7995606376,-1.55475061565
11576,130066315,432242,434682,1,1,13/02/2013,1241,6,3,1,3,2,3,2,70,11,53.8072170457,-1.51033811844
11577,130066461,421470,442095,2,1,13/02/2013,1858,6,3,6,3,1,3,1,23,9,53.8744073173,-1.67341159303
11578,130066895,433300,426213,2,1,13/02/2013,1440,6,3,1,3,1,3,2,42,9,53.7310250197,-1.49518495429
11579,130066984,433158,435253,2,1,14/02/2013,845,6,1,1,1,1,3,1,27,9,53.8122919676,-1.49636581752
11580,130067145,431669,434497,1,1,14/02/2013,900,6,1,1,1,2,3,1,9,11,53.805589348,-1.51905900792
11581,130067278,429526,437340,2,2,13/02/2013,1520,6,1,1,1,1,3,1,38,9,53.8312703172,-1.55132963027
11582,130067278,429526,437340,2,2,13/02/2013,1520,6,1,1,1,2,3,2,13,9,53.8312703172,-1.55132963027
11583,130067415,430122,434386,2,1,12/02/2013,2000,6,1,7,1,1,2,2,18,9,53.8046834996,-1.54256252493
11584,130067512,422870,436039,1,1,12/02/2013,1120,3,1,1,1,3,2,2,65,19,53.8199114758,-1.65256711244
11585,130067622,430712,432523,1,1,14/02/2013,1530,3,1,1,1,3,3,1,66,9,53.7879030138,-1.53378877234
11586,130067762,436237,434927,1,1,14/02/2013,1630,6,1,1,1,3,2,1,17,9,53.8091562268,-1.44963979683
11587,130067784,440309,433088,2,2,12/02/2013,1620,6,1,1,1,1,3,1,34,9,53.7923266897,-1.38803950308
11588,130067784,440309,433088,2,2,12/02/2013,1620,6,1,1,1,2,3,2,61,9,53.7923266897,-1.38803950308
11589,130068791,429569,431559,1,1,15/02/2013,955,6,1,1,1,3,3,2,14,9,53.7793040481,-1.55123150028
11590,130068795,426208,427499,1,2,15/02/2013,815,4,1,1,1,1,3,2,23,9,53.742989365,-1.60258465382
11591,130068795,426208,427499,1,2,15/02/2013,815,4,1,1,1,3,3,1,11,9,53.742989365,-1.60258465382
11592,130069083,429754,438947,2,1,14/02/2013,725,3,1,7,1,1,3,1,32,1,53.8457021071,-1.5477094827
11593,130069572,426810,438007,2,1,01/02/2013,1840,3,1,4,1,1,3,1,46,1,53.8374130381,-1.59254194991
11594,130070011,421015,434297,3,5,16/02/2013,100,3,2,4,1,1,2,1,32,9,53.8043311992,-1.68086607342
11595,130070011,421015,434297,3,5,16/02/2013,100,3,2,4,1,1,3,1,30,9,53.8043311992,-1.68086607342
11596,130070011,421015,434297,3,5,16/02/2013,100,3,2,4,1,2,2,2,29,9,53.8043311992,-1.68086607342
11597,130070011,421015,434297,3,5,16/02/2013,100,3,2,4,1,2,3,1,32,9,53.8043311992,-1.68086607342
11598,130070011,421015,434297,3,5,16/02/2013,100,3,2,4,1,2,3,1,22,9,53.8043311992,-1.68086607342
11599,130070587,421430,434933,3,1,16/02/2013,935,6,1,1,1,1,3,1,24,3,53.8100311768,-1.67451971324
11600,130070908,431020,429739,1,1,16/02/2013,1653,6,1,1,1,3,3,1,7,9,53.7628600848,-1.529393494
11601,130071518,430256,433230,1,1,17/02/2013,405,6,1,4,1,3,3,2,24,8,53.7942847595,-1.5406412254
11602,130071664,424552,427287,1,1,17/02/2013,813,3,1,1,1,1,3,1,33,9,53.7411643453,-1.62771230326
11603,130071827,431886,435601,2,4,16/02/2013,1540,6,1,1,1,1,3,1,31,9,53.815499584,-1.51564928389
11604,130071827,431886,435601,2,4,16/02/2013,1540,6,1,1,1,2,3,2,29,9,53.815499584,-1.51564928389
11605,130071827,431886,435601,2,4,16/02/2013,1540,6,1,1,1,2,3,1,6,9,53.815499584,-1.51564928389
11606,130071827,431886,435601,2,4,16/02/2013,1540,6,1,1,1,2,3,2,8,9,53.815499584,-1.51564928389
11607,130072352,432098,436050,1,1,17/02/2013,1730,6,1,4,1,3,2,2,71,9,53.819522446,-1.51238226655
11608,130072371,430526,435156,2,2,17/02/2013,1525,3,1,1,1,1,3,1,44,9,53.8115812464,-1.53635117118
11609,130072371,430526,435156,2,2,17/02/2013,1525,3,1,1,1,1,3,1,23,9,53.8115812464,-1.53635117118
11610,130072845,431693,428635,2,2,14/02/2013,1730,6,1,7,1,2,3,2,31,9,53.7528959847,-1.51929708881
11611,130072845,431693,428635,2,2,14/02/2013,1730,6,1,7,1,2,3,2,66,9,53.7528959847,-1.51929708881
11612,130072940,427170,432529,2,1,15/02/2013,625,6,1,4,1,1,3,1,43,1,53.7881539206,-1.58755452307
11613,130073976,428070,434995,1,1,16/02/2013,1305,6,1,1,1,3,3,2,6,19,53.8102724429,-1.57366800143
11614,130074043,426943,435423,2,2,18/02/2013,1600,6,1,1,1,1,3,1,72,9,53.8141792486,-1.59074710641
11615,130074043,426943,435423,2,2,18/02/2013,1600,6,1,1,1,2,3,2,67,9,53.8141792486,-1.59074710641
11616,130074662,440437,447814,2,1,19/02/2013,540,3,4,6,1,1,3,1,55,9,53.9246799975,-1.38415583685
11617,130075443,421554,428496,2,1,19/02/2013,1600,3,1,1,1,1,3,1,39,1,53.7521645552,-1.67308645558
11618,130075670,420899,434507,3,3,19/02/2013,1415,3,1,1,1,1,3,1,45,9,53.8062235347,-1.68261336401
11619,130075670,420899,434507,3,3,19/02/2013,1415,3,1,1,1,1,3,1,53,9,53.8062235347,-1.68261336401
11620,130075670,420899,434507,3,3,19/02/2013,1415,3,1,1,1,1,3,1,63,9,53.8062235347,-1.68261336401
11621,130076068,430851,434075,2,1,19/02/2013,828,3,1,1,1,1,3,1,31,9,53.8018452813,-1.53152338083
11622,130076512,431436,431610,3,2,19/02/2013,1405,6,1,1,1,1,3,1,51,20,53.7796530807,-1.5228919046
11623,130076512,431436,431610,3,2,19/02/2013,1405,6,1,1,1,1,3,1,36,9,53.7796530807,-1.5228919046
11624,130076827,431577,434395,1,1,20/02/2013,1050,6,1,1,1,3,2,2,83,9,53.8046780958,-1.52046657346
11625,130076936,435252,434799,2,2,20/02/2013,1206,6,1,1,1,1,3,2,45,9,53.8080733912,-1.46461370778
11626,130076936,435252,434799,2,2,20/02/2013,1206,6,1,1,1,2,3,2,23,9,53.8080733912,-1.46461370778
11627,130077474,429105,432195,1,1,20/02/2013,2140,6,1,4,1,3,3,1,18,9,53.7850470538,-1.55821334711
11628,130079025,427498,425494,1,1,01/01/2013,1810,3,1,4,1,3,2,1,13,9,53.7249002247,-1.58320210985
11629,130079516,431796,434655,1,1,04/02/2013,1558,6,1,1,1,3,3,2,65,11,53.8070018109,-1.51711407895
11630,130079762,430840,433466,1,1,21/02/2013,2035,6,1,4,1,2,3,2,19,11,53.7963718087,-1.53175139727
11631,130080201,435342,433563,2,1,21/02/2013,1226,3,1,1,1,1,2,1,83,9,53.7969573587,-1.46338877965
11632,130080444,431888,435603,1,1,22/02/2013,1605,6,1,1,1,3,2,1,6,9,53.8155174387,-1.51561869764
11633,130081189,442641,442325,2,3,23/02/2013,927,2,1,1,1,1,2,2,46,9,53.8751665168,-1.35135649649
11634,130081189,442641,442325,2,3,23/02/2013,927,2,1,1,1,2,3,2,28,9,53.8751665168,-1.35135649649
11635,130081189,442641,442325,2,3,23/02/2013,927,2,1,1,1,1,3,1,57,9,53.8751665168,-1.35135649649
11636,130081286,421295,434448,1,1,22/02/2013,2134,6,1,7,1,2,3,1,40,11,53.8056771282,-1.67660362067
11637,130081344,431098,431388,1,1,22/02/2013,1555,6,1,1,1,2,3,2,55,11,53.7776778821,-1.52804396983
11638,130081466,434410,434384,2,1,23/02/2013,1420,3,1,1,1,2,3,2,29,9,53.8043995064,-1.47744729653
11639,130082905,431983,435510,2,1,26/02/2013,1730,6,1,4,1,2,3,2,19,9,53.8146756574,-1.51418536464
11640,130082952,426934,433758,1,1,23/02/2013,1430,3,1,1,1,3,3,2,15,9,53.7992134117,-1.5910294935
11641,130083213,422001,446005,2,1,17/02/2013,1720,3,1,7,1,1,2,1,17,3,53.9095309585,-1.66505359545
11642,130083221,422575,435470,2,1,23/02/2013,120,6,1,7,1,1,3,1,18,9,53.8148097309,-1.65709031431
11643,130083228,423083,437688,1,1,24/02/2013,330,3,1,7,1,1,2,1,34,9,53.8347245928,-1.64920754958
11644,130083944,425683,442995,2,1,25/02/2013,915,3,2,1,1,1,3,1,43,3,53.8823056698,-1.60925212472
11645,130084030,436450,435091,2,1,25/02/2013,1129,6,2,1,1,1,3,1,20,3,53.8106154669,-1.44638553865
11646,130084674,427660,436648,2,1,25/02/2013,1630,3,1,1,1,1,3,1,60,1,53.8251528032,-1.57974633419
11647,130084707,428962,433918,2,1,25/02/2013,1925,6,1,7,1,1,3,1,54,9,53.8005426572,-1.56022190772
11648,130084731,431777,435548,1,1,25/02/2013,1920,3,1,7,1,3,3,2,38,9,53.8150298583,-1.51731041126
11649,130084743,436442,428445,1,1,25/02/2013,1633,3,1,1,1,3,3,1,36,9,53.7508776604,-1.44729259914
11650,130084778,432525,427558,1,1,25/02/2013,1832,3,2,4,8,1,3,2,21,3,53.7431638284,-1.50679164938
11651,130084973,430092,435421,2,2,25/02/2013,2245,6,1,4,1,1,3,2,21,9,53.8139885508,-1.54291689878
11652,130084973,430092,435421,2,2,25/02/2013,2245,6,1,4,1,1,3,1,19,5,53.8139885508,-1.54291689878
11653,130086154,427995,436018,2,1,25/02/2013,1700,6,1,7,1,1,3,1,20,1,53.819471967,-1.57471399703
11654,130087484,436158,434705,2,1,26/02/2013,1839,6,1,4,1,1,3,1,38,9,53.80716626,-1.45086565113
11655,130087769,430857,428647,1,1,27/02/2013,1600,6,1,1,1,3,3,1,6,9,53.753054026,-1.53197543023
11656,130087921,445376,431631,1,1,27/02/2013,1728,3,1,4,1,1,2,1,39,4,53.7788134269,-1.31133393718
11657,130088202,432274,435064,2,3,27/02/2013,2015,4,1,4,1,1,3,2,36,9,53.8106487317,-1.50981209495
11658,130088202,432274,435064,2,3,27/02/2013,2015,4,1,4,1,2,3,2,41,9,53.8106487317,-1.50981209495
11659,130088202,432274,435064,2,3,27/02/2013,2015,4,1,4,1,2,3,2,39,9,53.8106487317,-1.50981209495
11660,130088740,432348,433686,2,1,28/02/2013,725,3,1,7,1,1,3,1,29,1,53.7982577426,-1.50883299356
11661,130089176,436104,435588,2,1,28/02/2013,1150,3,1,1,1,1,3,1,38,1,53.8151069289,-1.4515821192
11662,130089273,427221,430682,2,1,21/04/2013,1540,1,1,1,1,1,3,1,25,9,53.77154893,-1.58694342309
11663,130089485,420352,434253,1,1,28/02/2013,1553,6,1,1,1,3,3,2,11,9,53.8039620548,-1.69093714043
11664,130089616,428908,435509,1,1,28/02/2013,1725,3,1,4,1,3,2,1,19,9,53.8148467373,-1.56089243135
11665,130089729,431878,435391,2,1,28/02/2013,1835,6,1,4,1,1,3,1,43,9,53.8136124546,-1.51579255746
11666,130089804,432283,435048,2,1,28/02/2013,1843,4,1,4,1,1,2,1,20,2,53.8105043544,-1.50967708396
11667,130089835,429587,430994,2,1,28/02/2013,1712,6,1,7,1,1,3,2,40,9,53.7742243711,-1.55101253163
11668,130089893,430089,431278,1,1,28/02/2013,2109,6,1,4,1,3,3,2,57,9,53.7767484118,-1.54336715722
